Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum	year_trt
X16S_239	1	0	0	0.000375057	0	6	-0.685	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_240	1	0	0	3.99e-39	0	26	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Bacteria_Proteobacteria	2011_control
X16S_24061	5	634.4666667	2558	0.000193819	0.2	0	0.622	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Bacteria_Proteobacteria	2011_control
X16S_24090	2	0	0	6.83e-20	1	8	-0.45	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes	2011_control
X16S_24248	1	0	0	4.75e-46	0	61	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2011_control
X16S_2431	3	56	56	5.06e-29	0	3	1.007	0	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes	2011_control
X16S_24324	1	0	0	3.99e-39	0	27	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Bacteria_Actinobacteria	2011_control
X16S_2441	2	1040	2805	8.42e-11	0	1	-0.083	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_24435	1	0	0	0.00453951	0	2	-0.785	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2011_control
X16S_24581	1	0	0	3.99e-39	0	22	0	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Bacteria_Bacteroidetes	2011_control
X16S_24660	3	836	3016	0.067596175	0.333333333	13	-1.224	0.444	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Archaea_Crenarchaeota	2011_control
X16S_24748	1	0	0	4.75e-46	0	52	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Bacteria_Proteobacteria	2011_control
X16S_25	1	0	0	3.99e-39	0	26	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Bacteria_Proteobacteria	2011_control
X16S_2514	1	0	0	3.99e-39	0	22	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria_Proteobacteria	2011_control
X16S_25187	3	1242.75	8848	0.015469343	0	2	-0.574	0.444	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2011_control
X16S_25249	1	0	0	1.98e-22	0	5	-1.071	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_25328	2	68	68	6.72e-29	0	3	0.083	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_25345	1	0	0	1.1e-13	0	1	-0.814	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_25392	1	0	0	1.17e-05	0	4	-0.982	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2011_control
X16S_25455	1	0	0	0.019114512	0	2	-0.785	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_25796	1	0	0	3.01e-31	0	9	-0.693	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Bacteria_Proteobacteria	2011_control
X16S_2591	2	20	20	1.25e-28	0	3	0.083	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes	2011_control
X16S_26	3	212	851	3.24e-05	0.333333333	0	-0.109	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Bacteria_Proteobacteria	2011_control
X16S_260	1	0	0	4.75e-46	0	89	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Bacteria_Proteobacteria	2011_control
X16S_26083	2	2	2	2.28e-36	0	18	1	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Bacteria_Actinobacteria	2011_control
X16S_26094	3	8	8	9.27e-33	0	12	1.788	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2011_control
X16S_2615	1	0	0	4.75e-46	0	88	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_262	1	0	0	0.01586628	0	2	-0.785	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_26210	2	212	552	7.37e-10	0	1	-0.083	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Bacteria_Proteobacteria	2011_control
X16S_26413	3	17.68009285	151	0.000213249	0.333333333	0	-0.109	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_26422	1	0	0	3.99e-39	0	33	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2011_control
X16S_26468	2	2	2	2.28e-36	0	18	1	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_2653	1	0	0	4.75e-46	0	85	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	Bacteria_Proteobacteria	2011_control
X16S_267	2	212	1640	2.83e-05	0	0	-0.474	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2011_control
X16S_2719	2	6372	21462	4.48e-05	0	4	-0.206	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cytophagaceae	Hymenobacter	Bacteria_Bacteroidetes	2011_control
X16S_2748	1	0	0	4.75e-46	0	83	0	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_276	4	836	2488	0.000537551	0.333333333	0	0.256	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Bacteria_Actinobacteria	2011_control
X16S_277	1	0	0	4.75e-46	0	82	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2011_control
X16S_287	5	1824.508872	30248	0.057795827	0.3	7	-0.058	0.48	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_2932	6	1447.75	5537	6.61e-08	0	1	2.839	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_2952	2	0	0	0.001939001	1	7	-0.058	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_30	1	0	0	0.000262118	0	21	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_301	1	0	0	6.7e-09	0	1	-0.814	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2011_control
X16S_3084	2	1	1	3.99e-39	0	30	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_3087	1	0	0	1.1e-13	0	1	-0.814	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_31	15	11671.66114	76778	0.288466602	0.276190476	2	1.961	0.124	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2011_control
X16S_3125	4	2318	7140	6.39e-08	0	1	1.377	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_3153	1	0	0	3.99e-39	0	24	0	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes	2011_control
X16S_317	1	0	0	0.000122615	0	7	-0.439	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_318	1	0	0	7.13e-06	0	0	-0.84	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2011_control
X16S_3239	1	0	0	4.75e-46	0	74	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_325	1	0	0	6.56e-06	0	0	-0.84	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_3260	4	12	12	3.89e-31	0	9	2.218	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_3268	1	0	0	4.75e-46	0	72	0	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2011_control
X16S_3323	1	0	0	3.99e-39	0	32	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_343	2	0	0	8.09e-05	1	0	-0.474	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2011_control
X16S_3441	2	3	3	4.47e-35	0	17	0.816	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_3446	1	0	0	0.000402341	0	4	-0.982	0	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes	2011_control
X16S_346	1	0	0	0.007354718	0	2	-0.785	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Bacteria_Actinobacteria	2011_control
X16S_347	1	0	0	0.004640651	0	6	-0.685	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_3472	1	0	0	4.75e-46	0	71	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	Bacteria_Actinobacteria	2011_control
X16S_3476	1	0	0	1.41e-36	0	18	-1	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_35	8	4890.696653	30670	0.004087552	0.142857143	0	1.354	0.218	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_3501	1	0	0	4.75e-46	0	70	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2011_control
X16S_351	4	44	52	3.73e-21	0.166666667	5	1.224	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria_Proteobacteria	2011_control
X16S_3528	6	6400.833333	20994	5.59e-07	0	1	2.108	0.277	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_355	1	0	0	4.75e-46	0	68	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Bacteria_Proteobacteria	2011_control
X16S_357	1	0	0	4.75e-46	0	66	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_360	7	1391.950822	18130	0.000358992	0.142857143	0	1.354	0	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Bacteria_Nitrospira	2011_control
X16S_3642	1	0	0	4.75e-46	0	83	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Bacteria_Firmicutes	2011_control
X16S_365	1	0	0	3.04e-06	0	0	-0.84	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2011_control
X16S_3654	1	0	0	1.25e-31	0	9	-0.693	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria	2011_control
X16S_367	1	0	0	4.75e-46	0	64	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_368	2	1	1	3.99e-39	0	29	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella	Bacteria_Proteobacteria	2011_control
X16S_3683	1	0	0	3.34e-32	0	20	-0.5	0	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio	Bacteria_Proteobacteria	2011_control
X16S_3695	1	0	0	4.75e-46	0	74	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Bacteria_Proteobacteria	2011_control
X16S_3702	4	633	1653	6.85e-09	0	1	1.377	0	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Bacteria_Chloroflexi	2011_control
X16S_3719	3	238.5833333	1163	1.41e-08	0	1	0.647	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_3755	1	0	0	8.42e-11	0	1	-0.814	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	Bacteria_Planctomycetes	2011_control
X16S_3794	2	1	1	3.99e-39	0	35	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Nisaea	Bacteria_Proteobacteria	2011_control
X16S_382	2	13	13	2.15e-22	0	5	-0.306	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Bacteria_Proteobacteria	2011_control
X16S_3823	1	0	0	7.37e-10	0	1	-0.814	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes	2011_control
X16S_3835	1	0	0	4.75e-46	0	59	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_384	2	212	850	2.11e-05	0	0	-0.474	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Bacteria_Proteobacteria	2011_control
X16S_389	1	0	0	4.75e-46	0	58	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_39	1	0	0	4.75e-46	0	57	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp16	Unclassified	Unclassified	Gp16	Bacteria_Acidobacteria	2011_control
X16S_390	1	0	0	1.62e-05	0	0	-0.84	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_393	4	4.114285714	36	0.130838187	0.833333333	2	-0.151	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_3953	1	0	0	3.39e-33	0	12	-0.894	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_4076	1	0	0	1.52e-09	0	1	-0.814	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes	2011_control
X16S_411	1	0	0	4.75e-46	0	55	0	0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Bacteria_Verrucomicrobia	2011_control
X16S_4171	4	633	1692	1.02e-12	0	1	1.377	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Bacteria_Bacteroidetes	2011_control
X16S_418	1	0	0	6.46e-05	0	0	-0.84	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_42	4	418.5	1642	0.000470672	0.5	4	1.344	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2011_control
X16S_4200	1	0	0	4.75e-46	0	54	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes	2011_control
X16S_422	1	0	0	4.75e-46	0	53	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Bacteria_Actinobacteria	2011_control
X16S_423	1	0	0	4.75e-46	0	52	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bacteria_Proteobacteria	2011_control
X16S_424	1	0	0	7.48e-34	0	14	-0.75	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_426	1	0	0	3.01e-31	0	9	-0.693	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_43	12	623.3483196	4550	0.263814336	0.348484848	2	1.538	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_433	1	0	0	9.36e-06	0	13	-1.224	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_434	1	0	0	4.75e-46	0	86	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Bacteria_Proteobacteria	2011_control
X16S_435	1	0	0	1.02e-09	0	10	-0.894	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2011_control
X16S_4397	1	0	0	2.98e-35	0	17	-1.224	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodocista	Bacteria_Proteobacteria	2011_control
X16S_447	1	0	0	4.75e-46	0	51	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2011_control
X16S_4485	1	0	0	4.75e-46	0	50	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Bacteria_Proteobacteria	2011_control
X16S_45	3	0	0	4.29e-21	1	5	0.459	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Bacteria_Proteobacteria	2011_control
X16S_461	2	1	1	3.99e-39	0	27	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Bacteria_Actinobacteria	2011_control
X16S_464	1	0	0	6.19e-23	0	5	-1.071	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cytophagaceae	Larkinella	Bacteria_Bacteroidetes	2011_control
X16S_4659	1	0	0	4.75e-46	0	49	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_47	10	596.6200065	3442	0.211534374	0.377777778	2	1.116	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_478	1	0	0	4.75e-46	0	48	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_480	4	707.9792333	8614	0.000907093	0	0	0.256	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes	2011_control
X16S_4827	1	0	0	4.74e-29	0	3	-0.839	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes	2011_control
X16S_49	4	212	800	0.068394528	0.5	2	-0.151	0	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unclassified	Rhizomicrobium	Bacteria_Proteobacteria	2011_control
X16S_491	1	0	0	0.00061002	0	2	-0.785	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	Bacteria_Proteobacteria	2011_control
X16S_5	4	2	4	1.23e-19	0.666666667	8	0.675	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Bacteria_Firmicutes	2011_control
X16S_5054	1	0	0	3.99e-39	0	29	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Bacteria_Proteobacteria	2011_control
X16S_506	1	0	0	4.75e-46	0	65	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Bacteria_Actinobacteria	2011_control
X16S_511	1	0	0	0.02214345	0	2	-0.785	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2011_control
X16S_519	4	46.94835165	178	0.047573109	0.166666667	2	-0.151	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2011_control
X16S_5249	1	0	0	4.75e-46	0	46	0	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_53	19	1838.372892	13727	0.338716521	0.210526316	2	2.806	0.099	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_5320	1	0	0	4.75e-46	0	56	0	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_535	1	0	0	4.75e-46	0	79	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria	2011_control
X16S_5355	1	0	0	4.75e-46	0	45	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes	2011_control
X16S_540	1	0	0	4.75e-46	0	44	0	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Segetibacter	Bacteria_Bacteroidetes	2011_control
X16S_548	2	630	8253	8.58e-08	0	10	0.447	0	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Bacteria_Nitrospira	2011_control
X16S_55	3	0	0	4.29e-21	1	5	0.459	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Bacteria_Proteobacteria	2011_control
X16S_5590	1	0	0	4.75e-46	0	59	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_570	1	0	0	2.08e-05	0	0	-0.84	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Segetibacter	Bacteria_Bacteroidetes	2011_control
X16S_571	3	232.8640693	3543	8.8e-05	0.333333333	0	-0.109	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_5716	1	0	0	4.75e-46	0	43	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Bacteria_Proteobacteria	2011_control
X16S_5766	1	0	0	2.9e-05	0	19	-1.549	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2011_control
X16S_5771	1	0	0	4.75e-46	0	78	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_579	2	212	577	6.1e-05	0	0	-0.474	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria	2011_control
X16S_58	8	384.6675773	1361	0.188222146	0.428571429	2	0.693	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2011_control
X16S_5871	2	5.15952381	36	0.000114596	0	0	-0.474	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_5886	1	0	0	1.2e-20	0	8	-1.012	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes	2011_control
X16S_594	1	0	0	2.48e-05	0	0	-0.84	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_597	3	0	0	1.02e-19	1	8	0.112	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2011_control
X16S_600	1	0	0	4.75e-46	0	75	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_604	2	212	469	0.005672823	0	2	-0.574	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_608	1	0	0	3.99e-39	0	27	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unclassified	Bacteria_Proteobacteria	2011_control
X16S_61	23	2620.966322	21049	0.398766852	0.201581028	2	3.863	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2011_control
X16S_612	8	917.7642857	8327	0.000285575	0.035714286	0	1.719	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Bacteria_Actinobacteria	2011_control
