Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum	year_trt
X16S_1	12	22.43235931	69	0.34986544	0.575757576	4	1.497	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2009_controlandwarm
X16S_10	1	0	0	1.91e-30	0	151	0	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_10030	1	0	0	2.74e-23	0	20	-0.577	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_10047	2	5	5	3.26e-22	0	8	0.632	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_10091	3	3	3	8.22e-23	0	19	1.732	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1013	2	6	6	3.07e-20	0	7	0.258	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1017	5	565	565	4.68e-12	0	2	2.017	0.32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Bauldia	Bacteria_Proteobacteria	2009_controlandwarm
X16S_104	1	0	0	1.05e-13	0	0	-0.533	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1045	1	0	0	1.91e-30	0	116	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1046	2	1.533333333	5	0.040073578	0	4	-0.959	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2009_controlandwarm
X16S_1055	1	0	0	1.91e-30	0	82	0	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_10563	2	1	1	1.25e-25	0	32	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2009_controlandwarm
X16S_106	1	0	0	1.91e-30	0	80	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1065	1	0	0	1.91e-30	0	51	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_10664	3	3	3	8.22e-23	0	20	1.732	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1067	1	0	0	1.91e-30	0	150	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_10723	2	47	47	1.28e-12	0	0	-0.057	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_10998	3	92	92	3.97e-13	0.333333333	0	0.418	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1113	1	0	0	1.91e-30	0	107	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1116	2	1	1	1.25e-25	0	26	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes	2009_controlandwarm
X16S_11276	3	137	137	4.33e-13	0	2	1.068	0	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria	2009_controlandwarm
X16S_11370	1	0	0	1.91e-30	0	126	0	0	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Bacteroidetes	2009_controlandwarm
X16S_1139	1	0	0	2.74e-23	0	23	-0.577	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catelliglobosispora	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1150	1	0	0	2.74e-23	0	23	-0.577	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_11595	3	13	13	2.22e-19	0	5	1.186	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1175	1	0	0	3.34e-12	0	0	-0.533	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Bacteria_Proteobacteria	2009_controlandwarm
X16S_11791	12	31.48235931	74	0.341992231	0.545454545	4	1.497	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes	2009_controlandwarm
X16S_118	2	0	0	1.64e-13	1	0	-0.057	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1193	1	0	0	4.16e-24	0	12	-1	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2009_controlandwarm
X16S_11940	1	0	0	6.26e-26	0	27	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_12	2	1	1	1.25e-25	0	29	0	0	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	Archaea_Crenarchaeota	2009_controlandwarm
X16S_12039	1	0	0	1.91e-30	0	149	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1212	1	0	0	1.91e-30	0	145	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Bacteria_Firmicutes	2009_controlandwarm
X16S_1228	1	0	0	1.91e-30	0	135	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Bacteria_Planctomycetes	2009_controlandwarm
X16S_12310	1	0	0	1.91e-30	0	125	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1243	2	7	7	1.68e-19	0	5	0.215	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_12500	1	0	0	1.91e-30	0	109	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1262	1	0	0	1.91e-30	0	106	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2009_controlandwarm
X16S_12795	1	0	0	1.91e-30	0	97	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1309	1	0	0	6.26e-26	0	42	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Bacteria_Planctomycetes	2009_controlandwarm
X16S_13356	2	7	7	1.68e-19	0	5	0.215	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes	2009_controlandwarm
X16S_1342	1	0	0	3.93e-19	0	3	-0.83	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Bacteria_Bacteroidetes	2009_controlandwarm
X16S_135	2	0	0	0.053566901	1	4	-0.959	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes	2009_controlandwarm
X16S_13726	1	0	0	1.91e-30	0	81	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1379	1	0	0	6.26e-26	0	29	0	0	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Bacteroidetes	2009_controlandwarm
X16S_14095	3	3	3	8.22e-23	0	15	1.732	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Bacteria_Proteobacteria	2009_controlandwarm
X16S_14243	1	0	0	2.74e-23	0	20	-0.577	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_1433	1	0	0	6.26e-26	0	47	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1437	1	0	0	1.91e-30	0	67	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes	2009_controlandwarm
X16S_1438	2	1	1	1.25e-25	0	31	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1445	1	0	0	2.74e-23	0	22	-0.577	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_14493	5	3.651515152	16	0.158573468	0.7	4	-0.222	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_incertae_sedis	Bacteria_Firmicutes	2009_controlandwarm
X16S_145	1	0	0	6.26e-26	0	30	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_14559	2	14	14	1.13e-19	0	3	0.118	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Bacteria_Bacteroidetes	2009_controlandwarm
X16S_14601	2	1.416666667	6	0.041015579	0	4	-0.959	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2009_controlandwarm
X16S_14608	1	0	0	1.91e-30	0	122	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2009_controlandwarm
X16S_14617	3	56	72	1.38e-11	0.333333333	1	0.204	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_1473	2	1	1	1.25e-25	0	37	0	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2009_controlandwarm
X16S_14736	11	34.03181818	108	0.308117503	0.509090909	4	1.251	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Bacteria_Firmicutes	2009_controlandwarm
X16S_14774	1	0	0	2.74e-23	0	21	-0.577	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2009_controlandwarm
X16S_150	1	0	0	1.91e-30	0	74	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria	2009_controlandwarm
X16S_15091	1	0	0	2.74e-23	0	16	-0.577	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_153	1	0	0	6.26e-26	0	39	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_15316	2	47	47	3.67e-13	0	2	0.118	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2009_controlandwarm
X16S_15336	1	0	0	6.26e-26	0	39	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_154	1	0	0	1.91e-30	0	144	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1540	1	0	0	1.91e-30	0	138	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1542	1	0	0	1.91e-30	0	134	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1553	1	0	0	1.91e-30	0	135	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Bacteria_Proteobacteria	2009_controlandwarm
X16S_156	1	0	0	1.91e-30	0	124	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_157	1	0	0	1.05e-13	0	0	-0.533	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_15872	3	3	3	8.22e-23	0	21	1.732	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_15884	3	3	3	8.22e-23	0	23	1.732	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_15948	2	47	47	1.28e-12	0	0	-0.057	0	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1607	1	0	0	1.36e-19	0	5	-0.754	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1608	1	0	0	6.26e-26	0	46	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Bacteria_Firmicutes	2009_controlandwarm
X16S_16106	1	0	0	1.91e-30	0	103	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1614	1	0	0	1.91e-30	0	96	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_16162	3	5	5	5.56e-22	0	11	1.75	0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Unclassified	Chloroplast	Streptophyta	Bacteria_Cyanobacteria/Chloroplast	2009_controlandwarm
X16S_16194	1	0	0	6.26e-26	0	28	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_16274	1	0	0	0.032910157	0	4	-1.205	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1635	1	0	0	1.91e-30	0	94	0	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_16501	2	0	0	1.64e-13	1	0	-0.057	0	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1669	1	0	0	1.91e-30	0	127	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Bacteria_Proteobacteria	2009_controlandwarm
X16S_17099	1	0	0	1.91e-30	0	88	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Bacteria_Proteobacteria	2009_controlandwarm
X16S_175	2	7	8	4.56e-12	0	1	-0.372	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2009_controlandwarm
X16S_1758	1	0	0	3.05e-19	0	3	-0.83	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_17594	1	0	0	1.91e-30	0	80	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1786	1	0	0	1.91e-30	0	77	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Bacteria_Actinobacteria	2009_controlandwarm
X16S_17870	1	0	0	6.26e-26	0	34	0	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_18	1	0	0	1.91e-30	0	72	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_180	3	34.16666667	65	6.56e-12	0	1	0.204	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_18050	5	87.16666667	179	2.54e-11	0.2	1	1.358	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1808	1	0	0	6.26e-26	0	33	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_1815	1	0	0	1.91e-30	0	69	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes	2009_controlandwarm
X16S_18161	1	0	0	6.26e-26	0	45	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_18197	1	0	0	1.91e-30	0	66	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_182	1	0	0	6.19e-12	0	1	-0.949	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1822	1	0	0	2.74e-23	0	17	-0.577	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1829	1	0	0	1.57e-12	0	2	-0.83	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_18415	1	0	0	1.91e-30	0	73	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Bacteria_Proteobacteria	2009_controlandwarm
X16S_1849	1	0	0	1.63e-22	0	8	-1.581	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_18543	1	0	0	5.33e-22	0	9	-0.894	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_186	1	0	0	1.49e-13	0	2	-0.83	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_18617	1	0	0	0.03925395	0	4	-1.205	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Bacteria_Firmicutes	2009_controlandwarm
X16S_1868	3	7	7	1.39e-21	0	9	1.788	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_187	5	81.33333333	211	3.09e-11	0.4	1	1.358	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2009_controlandwarm
X16S_18743	1	0	0	1.91e-30	0	78	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2009_controlandwarm
X16S_188	3	0.333333333	2	0.096664891	0.666666667	4	-0.713	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 2	Oceanobacillus	Bacteria_Firmicutes	2009_controlandwarm
X16S_18868	1	0	0	1.91e-30	0	61	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1887	2	1	1	1.25e-25	0	28	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unclassified	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_18890	4	107	211	7.72e-12	0.166666667	1	0.781	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_190	1	0	0	3.38e-12	0	1	-0.949	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_19019	1	0	0	1.91e-30	0	105	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Unclassified	Unclassified	Bacteria_Firmicutes	2009_controlandwarm
X16S_19050	1	0	0	1.91e-30	0	56	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Bacteria_Proteobacteria	2009_controlandwarm
X16S_19079	1	0	0	1.91e-30	0	95	0	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_19111	3	3	3	8.22e-23	0	16	1.732	0	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Bacteria_Proteobacteria	2009_controlandwarm
X16S_19117	1	0	0	2.45e-13	0	0	-0.533	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1917	5	87	144	1.21e-11	0	1	1.358	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria	2009_controlandwarm
X16S_19179	1	0	0	2.95e-19	0	3	-0.83	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1929	1	0	0	1.91e-30	0	52	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Bacteria_Planctomycetes	2009_controlandwarm
X16S_19341	1	0	0	1.91e-30	0	103	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2009_controlandwarm
X16S_19351	4	299	299	1.65e-12	0.166666667	0	0.894	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1936	1	0	0	1.91e-30	0	51	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Bacteria_Firmicutes	2009_controlandwarm
X16S_19457	1	0	0	6.26e-26	0	41	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_195	1	0	0	3.34e-12	0	0	-0.533	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2009_controlandwarm
X16S_196	1	0	0	1.91e-30	0	59	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_1969	1	0	0	1.91e-30	0	148	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2009_controlandwarm
X16S_19698	1	0	0	1.88e-12	0	1	-0.949	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2009_controlandwarm
X16S_197	1	0	0	1.91e-30	0	147	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria	2009_controlandwarm
X16S_198	4	93	93	5.35e-13	0.166666667	0	0.894	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria	2009_controlandwarm
X16S_1989	1	0	0	1.91e-30	0	143	0	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_1992	1	0	0	2.74e-23	0	16	-0.577	0	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Bacteria_Planctomycetes	2009_controlandwarm
X16S_2	2	29	37	3.59e-12	0	1	-0.372	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_20	1	0	0	1.91e-30	0	143	0	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_2004	2	47	47	4.01e-13	0	2	0.118	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	Bacteria_Planctomycetes	2009_controlandwarm
X16S_20055	1	0	0	8.76e-13	0	1	-0.949	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2009_controlandwarm
X16S_20058	1	0	0	1.91e-30	0	129	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
X16S_20309	1	0	0	1.91e-30	0	126	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Bacteria_Proteobacteria	2009_controlandwarm
X16S_2034	1	0	0	1.91e-30	0	123	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria	2009_controlandwarm
