node1	node2	sign	year_trt	edge
X16S_8449	X16S_21365	 1	2011_control	X16S_8449__X16S_21365
X16S_935	X16S_21365	 1	2011_control	X16S_935__X16S_21365
X16S_267	X16S_21387	 1	2011_control	X16S_267__X16S_21387
X16S_9886	X16S_21387	 1	2011_control	X16S_9886__X16S_21387
X16S_21610	X16S_21929	 1	2011_control	X16S_21610__X16S_21929
X16S_53	X16S_21610	 1	2011_control	X16S_53__X16S_21610
X16S_31	X16S_218	 1	2011_control	X16S_31__X16S_218
X16S_21801	X16S_21929	 1	2011_control	X16S_21801__X16S_21929
X16S_21801	X16S_22899	 1	2011_control	X16S_21801__X16S_22899
X16S_950	X16S_21867	 1	2011_control	X16S_950__X16S_21867
X16S_807	X16S_21869	-1	2011_control	X16S_807__X16S_21869
X16S_219	X16S_435	 1	2011_control	X16S_219__X16S_435
X16S_219	X16S_548	 1	2011_control	X16S_219__X16S_548
X16S_219	X16S_736	 1	2011_control	X16S_219__X16S_736
X16S_351	X16S_2191	 1	2011_control	X16S_351__X16S_2191
X16S_21915	X16S_25392	 1	2011_control	X16S_21915__X16S_25392
X16S_42	X16S_21915	 1	2011_control	X16S_42__X16S_21915
X16S_8598	X16S_21915	 1	2011_control	X16S_8598__X16S_21915
X16S_236	X16S_21929	 1	2011_control	X16S_236__X16S_21929
X16S_31	X16S_21929	 1	2011_control	X16S_31__X16S_21929
X16S_43	X16S_21929	 1	2011_control	X16S_43__X16S_21929
X16S_8377	X16S_21929	 1	2011_control	X16S_8377__X16S_21929
X16S_3683	X16S_21939	-1	2011_control	X16S_3683__X16S_21939
X16S_675	X16S_21939	-1	2011_control	X16S_675__X16S_21939
X16S_3153	X16S_22071	-1	2011_control	X16S_3153__X16S_22071
X16S_3472	X16S_22085	-1	2011_control	X16S_3472__X16S_22085
X16S_3501	X16S_22152	-1	2011_control	X16S_3501__X16S_22152
X16S_88	X16S_222	 1	2011_control	X16S_88__X16S_222
X16S_225	X16S_24090	 1	2011_control	X16S_225__X16S_24090
X16S_5	X16S_225	 1	2011_control	X16S_5__X16S_225
X16S_225	X16S_8100	 1	2011_control	X16S_225__X16S_8100
X16S_2254	X16S_2653	-1	2011_control	X16S_2254__X16S_2653
X16S_480	X16S_2262	 1	2011_control	X16S_480__X16S_2262
X16S_227	X16S_771	 1	2011_control	X16S_227__X16S_771
X16S_671	X16S_22791	-1	2011_control	X16S_671__X16S_22791
X16S_235	X16S_22899	 1	2011_control	X16S_235__X16S_22899
X16S_22899	X16S_25455	 1	2011_control	X16S_22899__X16S_25455
X16S_31	X16S_22899	 1	2011_control	X16S_31__X16S_22899
X16S_43	X16S_22899	 1	2011_control	X16S_43__X16S_22899
X16S_61	X16S_22899	 1	2011_control	X16S_61__X16S_22899
X16S_673	X16S_22899	 1	2011_control	X16S_673__X16S_22899
X16S_72	X16S_22899	 1	2011_control	X16S_72__X16S_22899
X16S_9905	X16S_22899	 1	2011_control	X16S_9905__X16S_22899
X16S_2290	X16S_5355	-1	2011_control	X16S_2290__X16S_5355
X16S_5716	X16S_23110	-1	2011_control	X16S_5716__X16S_23110
X16S_2932	X16S_23131	-1	2011_control	X16S_2932__X16S_23131
X16S_3125	X16S_23131	-1	2011_control	X16S_3125__X16S_23131
X16S_75	X16S_232	 1	2011_control	X16S_75__X16S_232
X16S_35	X16S_23325	 1	2011_control	X16S_35__X16S_23325
X16S_579	X16S_23325	 1	2011_control	X16S_579__X16S_23325
X16S_612	X16S_23325	 1	2011_control	X16S_612__X16S_23325
X16S_671	X16S_2333	-1	2011_control	X16S_671__X16S_2333
X16S_47	X16S_23361	 1	2011_control	X16S_47__X16S_23361
X16S_2719	X16S_23480	-1	2011_control	X16S_2719__X16S_23480
X16S_3528	X16S_23480	-1	2011_control	X16S_3528__X16S_23480
X16S_31	X16S_235	 1	2011_control	X16S_31__X16S_235
X16S_61	X16S_235	 1	2011_control	X16S_61__X16S_235
X16S_367	X16S_23751	 1	2011_control	X16S_367__X16S_23751
X16S_2381	X16S_7848	-1	2011_control	X16S_2381__X16S_7848
X16S_98	X16S_240	 1	2011_control	X16S_98__X16S_240
X16S_24061	X16S_26413	 1	2011_control	X16S_24061__X16S_26413
X16S_360	X16S_24061	 1	2011_control	X16S_360__X16S_24061
X16S_384	X16S_24061	 1	2011_control	X16S_384__X16S_24061
X16S_570	X16S_24061	 1	2011_control	X16S_570__X16S_24061
X16S_2431	X16S_25328	-1	2011_control	X16S_2431__X16S_25328
X16S_2431	X16S_8428	 1	2011_control	X16S_2431__X16S_8428
X16S_461	X16S_24324	-1	2011_control	X16S_461__X16S_24324
X16S_53	X16S_24660	 1	2011_control	X16S_53__X16S_24660
X16S_423	X16S_24748	 1	2011_control	X16S_423__X16S_24748
X16S_25	X16S_98	 1	2011_control	X16S_25__X16S_98
X16S_4171	X16S_25345	 1	2011_control	X16S_4171__X16S_25345
X16S_3260	X16S_25796	-1	2011_control	X16S_3260__X16S_25796
X16S_26083	X16S_26468	-1	2011_control	X16S_26083__X16S_26468
X16S_3476	X16S_26083	-1	2011_control	X16S_3476__X16S_26083
X16S_9909	X16S_26094	-1	2011_control	X16S_9909__X16S_26094
X16S_865	X16S_26210	-1	2011_control	X16S_865__X16S_26210
X16S_267	X16S_365	 1	2011_control	X16S_267__X16S_365
X16S_2748	X16S_3642	-1	2011_control	X16S_2748__X16S_3642
X16S_35	X16S_276	 1	2011_control	X16S_35__X16S_276
X16S_89	X16S_276	 1	2011_control	X16S_89__X16S_276
X16S_277	X16S_938	 1	2011_control	X16S_277__X16S_938
X16S_75	X16S_287	 1	2011_control	X16S_75__X16S_287
X16S_93	X16S_287	 1	2011_control	X16S_93__X16S_287
X16S_2932	X16S_3528	-1	2011_control	X16S_2932__X16S_3528
X16S_2932	X16S_3719	-1	2011_control	X16S_2932__X16S_3719
X16S_2932	X16S_6215	-1	2011_control	X16S_2932__X16S_6215
X16S_93	X16S_2952	 1	2011_control	X16S_93__X16S_2952
X16S_301	X16S_849	 1	2011_control	X16S_301__X16S_849
X16S_3087	X16S_4171	-1	2011_control	X16S_3087__X16S_4171
X16S_31	X16S_43	 1	2011_control	X16S_31__X16S_43
X16S_31	X16S_47	 1	2011_control	X16S_31__X16S_47
X16S_31	X16S_53	 1	2011_control	X16S_31__X16S_53
X16S_31	X16S_61	 1	2011_control	X16S_31__X16S_61
X16S_31	X16S_695	 1	2011_control	X16S_31__X16S_695
X16S_31	X16S_81	 1	2011_control	X16S_31__X16S_81
X16S_31	X16S_92	 1	2011_control	X16S_31__X16S_92
X16S_3125	X16S_3528	-1	2011_control	X16S_3125__X16S_3528
X16S_3125	X16S_3719	-1	2011_control	X16S_3125__X16S_3719
X16S_317	X16S_613	 1	2011_control	X16S_317__X16S_613
X16S_3239	X16S_3695	-1	2011_control	X16S_3239__X16S_3695
X16S_325	X16S_579	 1	2011_control	X16S_325__X16S_579
X16S_426	X16S_3260	-1	2011_control	X16S_426__X16S_3260
X16S_3260	X16S_7585	-1	2011_control	X16S_3260__X16S_7585
X16S_3441	X16S_4397	-1	2011_control	X16S_3441__X16S_4397
X16S_807	X16S_3441	-1	2011_control	X16S_807__X16S_3441
X16S_49	X16S_346	 1	2011_control	X16S_49__X16S_346
X16S_35	X16S_480	 1	2011_control	X16S_35__X16S_480
X16S_35	X16S_84	 1	2011_control	X16S_35__X16S_84
X16S_751	X16S_3528	-1	2011_control	X16S_751__X16S_3528
X16S_3528	X16S_7787	-1	2011_control	X16S_3528__X16S_7787
X16S_849	X16S_3528	-1	2011_control	X16S_849__X16S_3528
X16S_355	X16S_7095	-1	2011_control	X16S_355__X16S_7095
X16S_360	X16S_480	 1	2011_control	X16S_360__X16S_480
X16S_368	X16S_5054	 1	2011_control	X16S_368__X16S_5054
X16S_3702	X16S_3823	-1	2011_control	X16S_3702__X16S_3823
X16S_3702	X16S_7787	-1	2011_control	X16S_3702__X16S_7787
X16S_628	X16S_3719	-1	2011_control	X16S_628__X16S_3719
X16S_382	X16S_464	 1	2011_control	X16S_382__X16S_464
X16S_3835	X16S_5590	-1	2011_control	X16S_3835__X16S_5590
X16S_384	X16S_7128	 1	2011_control	X16S_384__X16S_7128
X16S_53	X16S_393	 1	2011_control	X16S_53__X16S_393
X16S_61	X16S_393	 1	2011_control	X16S_61__X16S_393
X16S_75	X16S_393	 1	2011_control	X16S_75__X16S_393
X16S_889	X16S_4171	 1	2011_control	X16S_889__X16S_4171
X16S_42	X16S_8598	 1	2011_control	X16S_42__X16S_8598
X16S_422	X16S_802	 1	2011_control	X16S_422__X16S_802
X16S_43	X16S_47	 1	2011_control	X16S_43__X16S_47
X16S_43	X16S_53	 1	2011_control	X16S_43__X16S_53
X16S_43	X16S_58	 1	2011_control	X16S_43__X16S_58
X16S_43	X16S_61	 1	2011_control	X16S_43__X16S_61
X16S_80	X16S_433	 1	2011_control	X16S_80__X16S_433
X16S_45	X16S_55	 1	2011_control	X16S_45__X16S_55
X16S_461	X16S_608	 1	2011_control	X16S_461__X16S_608
X16S_4659	X16S_6497	-1	2011_control	X16S_4659__X16S_6497
X16S_47	X16S_53	 1	2011_control	X16S_47__X16S_53
X16S_47	X16S_61	 1	2011_control	X16S_47__X16S_61
X16S_47	X16S_695	 1	2011_control	X16S_47__X16S_695
X16S_47	X16S_81	 1	2011_control	X16S_47__X16S_81
X16S_47	X16S_92	 1	2011_control	X16S_47__X16S_92
X16S_480	X16S_8449	 1	2011_control	X16S_480__X16S_8449
X16S_49	X16S_53	 1	2011_control	X16S_49__X16S_53
X16S_49	X16S_695	 1	2011_control	X16S_49__X16S_695
X16S_491	X16S_604	 1	2011_control	X16S_491__X16S_604
X16S_5	X16S_597	 1	2011_control	X16S_5__X16S_597
X16S_5	X16S_944	 1	2011_control	X16S_5__X16S_944
X16S_511	X16S_695	 1	2011_control	X16S_511__X16S_695
X16S_58	X16S_519	 1	2011_control	X16S_58__X16S_519
X16S_92	X16S_519	 1	2011_control	X16S_92__X16S_519
X16S_53	X16S_58	 1	2011_control	X16S_53__X16S_58
X16S_53	X16S_61	 1	2011_control	X16S_53__X16S_61
X16S_53	X16S_652	 1	2011_control	X16S_53__X16S_652
X16S_53	X16S_695	 1	2011_control	X16S_53__X16S_695
X16S_53	X16S_72	 1	2011_control	X16S_53__X16S_72
X16S_73	X16S_540	 1	2011_control	X16S_73__X16S_540
X16S_548	X16S_9679	 1	2011_control	X16S_548__X16S_9679
X16S_5771	X16S_8746	-1	2011_control	X16S_5771__X16S_8746
X16S_58	X16S_61	 1	2011_control	X16S_58__X16S_61
X16S_58	X16S_695	 1	2011_control	X16S_58__X16S_695
X16S_58	X16S_75	 1	2011_control	X16S_58__X16S_75
X16S_612	X16S_5871	 1	2011_control	X16S_612__X16S_5871
X16S_597	X16S_944	 1	2011_control	X16S_597__X16S_944
X16S_604	X16S_629	 1	2011_control	X16S_604__X16S_629
X16S_61	X16S_695	 1	2011_control	X16S_61__X16S_695
X16S_61	X16S_75	 1	2011_control	X16S_61__X16S_75
X16S_61	X16S_7779	 1	2011_control	X16S_61__X16S_7779
X16S_61	X16S_81	 1	2011_control	X16S_61__X16S_81
X16S_61	X16S_893	 1	2011_control	X16S_61__X16S_893
X16S_61	X16S_92	 1	2011_control	X16S_61__X16S_92
X16S_61	X16S_978	 1	2011_control	X16S_61__X16S_978
X16S_84	X16S_612	 1	2011_control	X16S_84__X16S_612
X16S_75	X16S_629	 1	2011_control	X16S_75__X16S_629
X16S_695	X16S_7779	 1	2011_control	X16S_695__X16S_7779
X16S_75	X16S_815	 1	2011_control	X16S_75__X16S_815
X16S_75	X16S_893	 1	2011_control	X16S_75__X16S_893
X16S_920	X16S_7759	-1	2011_control	X16S_920__X16S_7759
X16S_972	X16S_7759	-1	2011_control	X16S_972__X16S_7759
X16S_92	X16S_8377	 1	2011_control	X16S_92__X16S_8377
X16S_8449	X16S_9886	 1	2011_control	X16S_8449__X16S_9886
X16S_932	X16S_9679	 1	2011_control	X16S_932__X16S_9679
X16S_1	X16S_11791	 1	2011_warming	X16S_1__X16S_11791
X16S_1	X16S_14601	 1	2011_warming	X16S_1__X16S_14601
X16S_1	X16S_14736	 1	2011_warming	X16S_1__X16S_14736
X16S_1	X16S_22141	 1	2011_warming	X16S_1__X16S_22141
X16S_1	X16S_2293	 1	2011_warming	X16S_1__X16S_2293
X16S_1	X16S_24090	 1	2011_warming	X16S_1__X16S_24090
X16S_1	X16S_5886	 1	2011_warming	X16S_1__X16S_5886
X16S_20	X16S_101	 1	2011_warming	X16S_20__X16S_101
X16S_101	X16S_21929	 1	2011_warming	X16S_101__X16S_21929
X16S_10155	X16S_15986	-1	2011_warming	X16S_10155__X16S_15986
X16S_18	X16S_1017	 1	2011_warming	X16S_18__X16S_1017
X16S_214	X16S_10199	 1	2011_warming	X16S_214__X16S_10199
X16S_102	X16S_17259	 1	2011_warming	X16S_102__X16S_17259
X16S_1023	X16S_1469	-1	2011_warming	X16S_1023__X16S_1469
X16S_1023	X16S_24652	-1	2011_warming	X16S_1023__X16S_24652
X16S_323	X16S_1023	-1	2011_warming	X16S_323__X16S_1023
X16S_441	X16S_1023	-1	2011_warming	X16S_441__X16S_1023
X16S_10251	X16S_21876	-1	2011_warming	X16S_10251__X16S_21876
X16S_73	X16S_1029	 1	2011_warming	X16S_73__X16S_1029
X16S_103	X16S_23930	 1	2011_warming	X16S_103__X16S_23930
X16S_103	X16S_503	 1	2011_warming	X16S_103__X16S_503
X16S_93	X16S_103	 1	2011_warming	X16S_93__X16S_103
X16S_147	X16S_10345	 1	2011_warming	X16S_147__X16S_10345
X16S_9064	X16S_10374	-1	2011_warming	X16S_9064__X16S_10374
X16S_104	X16S_8943	 1	2011_warming	X16S_104__X16S_8943
X16S_8148	X16S_10401	 1	2011_warming	X16S_8148__X16S_10401
X16S_1045	X16S_1786	-1	2011_warming	X16S_1045__X16S_1786
X16S_1045	X16S_4283	-1	2011_warming	X16S_1045__X16S_4283
X16S_10520	X16S_11955	 1	2011_warming	X16S_10520__X16S_11955
X16S_1203	X16S_10583	 1	2011_warming	X16S_1203__X16S_10583
X16S_106	X16S_567	-1	2011_warming	X16S_106__X16S_567
X16S_7807	X16S_10622	-1	2011_warming	X16S_7807__X16S_10622
X16S_1065	X16S_2250	-1	2011_warming	X16S_1065__X16S_2250
X16S_1065	X16S_3253	-1	2011_warming	X16S_1065__X16S_3253
X16S_1067	X16S_21876	-1	2011_warming	X16S_1067__X16S_21876
X16S_1067	X16S_2814	-1	2011_warming	X16S_1067__X16S_2814
X16S_73	X16S_10710	 1	2011_warming	X16S_73__X16S_10710
X16S_1082	X16S_4316	-1	2011_warming	X16S_1082__X16S_4316
X16S_1084	X16S_23930	 1	2011_warming	X16S_1084__X16S_23930
X16S_942	X16S_1084	 1	2011_warming	X16S_942__X16S_1084
X16S_221	X16S_1091	 1	2011_warming	X16S_221__X16S_1091
X16S_239	X16S_10998	 1	2011_warming	X16S_239__X16S_10998
X16S_10998	X16S_25392	 1	2011_warming	X16S_10998__X16S_25392
X16S_59	X16S_110	 1	2011_warming	X16S_59__X16S_110
X16S_110	X16S_835	-1	2011_warming	X16S_110__X16S_835
X16S_1101	X16S_20797	 1	2011_warming	X16S_1101__X16S_20797
X16S_234	X16S_11099	 1	2011_warming	X16S_234__X16S_11099
X16S_11099	X16S_23930	 1	2011_warming	X16S_11099__X16S_23930
X16S_503	X16S_11099	 1	2011_warming	X16S_503__X16S_11099
X16S_5794	X16S_11099	 1	2011_warming	X16S_5794__X16S_11099
X16S_639	X16S_11099	 1	2011_warming	X16S_639__X16S_11099
X16S_93	X16S_11099	 1	2011_warming	X16S_93__X16S_11099
X16S_111	X16S_134	 1	2011_warming	X16S_111__X16S_134
X16S_111	X16S_20055	 1	2011_warming	X16S_111__X16S_20055
X16S_111	X16S_2591	-1	2011_warming	X16S_111__X16S_2591
X16S_32	X16S_111	 1	2011_warming	X16S_32__X16S_111
X16S_62	X16S_111	 1	2011_warming	X16S_62__X16S_111
X16S_1110	X16S_24956	-1	2011_warming	X16S_1110__X16S_24956
X16S_297	X16S_1119	 1	2011_warming	X16S_297__X16S_1119
X16S_306	X16S_1119	 1	2011_warming	X16S_306__X16S_1119
X16S_1133	X16S_17101	-1	2011_warming	X16S_1133__X16S_17101
X16S_1140	X16S_21876	-1	2011_warming	X16S_1140__X16S_21876
X16S_1140	X16S_2550	-1	2011_warming	X16S_1140__X16S_2550
X16S_116	X16S_1203	 1	2011_warming	X16S_116__X16S_1203
X16S_116	X16S_304	 1	2011_warming	X16S_116__X16S_304
X16S_81	X16S_116	 1	2011_warming	X16S_81__X16S_116
X16S_1173	X16S_17129	-1	2011_warming	X16S_1173__X16S_17129
X16S_1173	X16S_19826	-1	2011_warming	X16S_1173__X16S_19826
X16S_1173	X16S_20789	-1	2011_warming	X16S_1173__X16S_20789
X16S_799	X16S_1173	-1	2011_warming	X16S_799__X16S_1173
X16S_11732	X16S_12310	 1	2011_warming	X16S_11732__X16S_12310
X16S_11732	X16S_14451	 1	2011_warming	X16S_11732__X16S_14451
X16S_162	X16S_11732	 1	2011_warming	X16S_162__X16S_11732
X16S_18	X16S_11732	 1	2011_warming	X16S_18__X16S_11732
X16S_11732	X16S_23930	 1	2011_warming	X16S_11732__X16S_23930
X16S_468	X16S_11732	 1	2011_warming	X16S_468__X16S_11732
X16S_6608	X16S_11732	 1	2011_warming	X16S_6608__X16S_11732
X16S_9746	X16S_11732	 1	2011_warming	X16S_9746__X16S_11732
X16S_204	X16S_11791	 1	2011_warming	X16S_204__X16S_11791
X16S_2293	X16S_11791	 1	2011_warming	X16S_2293__X16S_11791
X16S_11791	X16S_24090	 1	2011_warming	X16S_11791__X16S_24090
X16S_5886	X16S_11791	 1	2011_warming	X16S_5886__X16S_11791
X16S_597	X16S_11791	 1	2011_warming	X16S_597__X16S_11791
X16S_118	X16S_200	 1	2011_warming	X16S_118__X16S_200
X16S_118	X16S_229	 1	2011_warming	X16S_118__X16S_229
X16S_33	X16S_118	 1	2011_warming	X16S_33__X16S_118
X16S_118	X16S_371	 1	2011_warming	X16S_118__X16S_371
X16S_11867	X16S_23930	 1	2011_warming	X16S_11867__X16S_23930
X16S_93	X16S_11867	 1	2011_warming	X16S_93__X16S_11867
X16S_138	X16S_1193	 1	2011_warming	X16S_138__X16S_1193
X16S_93	X16S_1193	 1	2011_warming	X16S_93__X16S_1193
X16S_12	X16S_1547	 1	2011_warming	X16S_12__X16S_1547
X16S_12	X16S_468	 1	2011_warming	X16S_12__X16S_468
X16S_12	X16S_503	 1	2011_warming	X16S_12__X16S_503
X16S_12	X16S_6608	 1	2011_warming	X16S_12__X16S_6608
X16S_12023	X16S_12399	 1	2011_warming	X16S_12023__X16S_12399
X16S_477	X16S_1203	 1	2011_warming	X16S_477__X16S_1203
X16S_1203	X16S_6473	 1	2011_warming	X16S_1203__X16S_6473
X16S_121	X16S_244	 1	2011_warming	X16S_121__X16S_244
X16S_1217	X16S_21876	-1	2011_warming	X16S_1217__X16S_21876
X16S_2763	X16S_12269	-1	2011_warming	X16S_2763__X16S_12269
X16S_3425	X16S_12269	-1	2011_warming	X16S_3425__X16S_12269
X16S_153	X16S_1230	 1	2011_warming	X16S_153__X16S_1230
X16S_18	X16S_12310	 1	2011_warming	X16S_18__X16S_12310
X16S_1973	X16S_12310	 1	2011_warming	X16S_1973__X16S_12310
X16S_206	X16S_12310	 1	2011_warming	X16S_206__X16S_12310
X16S_12310	X16S_21760	 1	2011_warming	X16S_12310__X16S_21760
X16S_12310	X16S_23930	 1	2011_warming	X16S_12310__X16S_23930
X16S_467	X16S_12310	 1	2011_warming	X16S_467__X16S_12310
X16S_67	X16S_12310	 1	2011_warming	X16S_67__X16S_12310
X16S_84	X16S_12310	 1	2011_warming	X16S_84__X16S_12310
X16S_942	X16S_12310	 1	2011_warming	X16S_942__X16S_12310
X16S_1234	X16S_20789	 1	2011_warming	X16S_1234__X16S_20789
X16S_604	X16S_12359	 1	2011_warming	X16S_604__X16S_12359
X16S_12399	X16S_22086	 1	2011_warming	X16S_12399__X16S_22086
X16S_417	X16S_1244	 1	2011_warming	X16S_417__X16S_1244
X16S_1311	X16S_12487	-1	2011_warming	X16S_1311__X16S_12487
X16S_8052	X16S_12487	-1	2011_warming	X16S_8052__X16S_12487
X16S_125	X16S_2932	-1	2011_warming	X16S_125__X16S_2932
X16S_1250	X16S_24102	-1	2011_warming	X16S_1250__X16S_24102
X16S_2	X16S_12734	 1	2011_warming	X16S_2__X16S_12734
X16S_12734	X16S_21915	 1	2011_warming	X16S_12734__X16S_21915
X16S_128	X16S_1298	 1	2011_warming	X16S_128__X16S_1298
X16S_128	X16S_740	 1	2011_warming	X16S_128__X16S_740
X16S_129	X16S_23930	 1	2011_warming	X16S_129__X16S_23930
X16S_1290	X16S_21876	-1	2011_warming	X16S_1290__X16S_21876
X16S_30	X16S_12920	-1	2011_warming	X16S_30__X16S_12920
X16S_659	X16S_12920	 1	2011_warming	X16S_659__X16S_12920
X16S_363	X16S_1298	 1	2011_warming	X16S_363__X16S_1298
X16S_13	X16S_131	 1	2011_warming	X16S_13__X16S_131
X16S_13	X16S_422	 1	2011_warming	X16S_13__X16S_422
X16S_1316	X16S_4311	-1	2011_warming	X16S_1316__X16S_4311
X16S_503	X16S_13177	-1	2011_warming	X16S_503__X16S_13177
X16S_132	X16S_21876	 1	2011_warming	X16S_132__X16S_21876
X16S_417	X16S_1326	 1	2011_warming	X16S_417__X16S_1326
X16S_192	X16S_13288	 1	2011_warming	X16S_192__X16S_13288
X16S_134	X16S_335	 1	2011_warming	X16S_134__X16S_335
X16S_134	X16S_9957	 1	2011_warming	X16S_134__X16S_9957
X16S_1341	X16S_22427	-1	2011_warming	X16S_1341__X16S_22427
X16S_1345	X16S_25114	 1	2011_warming	X16S_1345__X16S_25114
X16S_453	X16S_1345	 1	2011_warming	X16S_453__X16S_1345
X16S_1346	X16S_20498	-1	2011_warming	X16S_1346__X16S_20498
X16S_1346	X16S_25328	-1	2011_warming	X16S_1346__X16S_25328
X16S_1346	X16S_9847	-1	2011_warming	X16S_1346__X16S_9847
X16S_482	X16S_1352	 1	2011_warming	X16S_482__X16S_1352
X16S_772	X16S_13593	-1	2011_warming	X16S_772__X16S_13593
X16S_136	X16S_5730	 1	2011_warming	X16S_136__X16S_5730
X16S_1360	X16S_21915	 1	2011_warming	X16S_1360__X16S_21915
X16S_137	X16S_23930	 1	2011_warming	X16S_137__X16S_23930
X16S_39	X16S_137	 1	2011_warming	X16S_39__X16S_137
X16S_93	X16S_137	 1	2011_warming	X16S_93__X16S_137
X16S_138	X16S_21430	 1	2011_warming	X16S_138__X16S_21430
X16S_138	X16S_25114	 1	2011_warming	X16S_138__X16S_25114
X16S_13808	X16S_24269	 1	2011_warming	X16S_13808__X16S_24269
X16S_1391	X16S_18800	-1	2011_warming	X16S_1391__X16S_18800
X16S_1398	X16S_23131	 1	2011_warming	X16S_1398__X16S_23131
X16S_14	X16S_200	 1	2011_warming	X16S_14__X16S_200
X16S_14	X16S_21361	 1	2011_warming	X16S_14__X16S_21361
X16S_14	X16S_53	 1	2011_warming	X16S_14__X16S_53
X16S_14	X16S_81	 1	2011_warming	X16S_14__X16S_81
X16S_140	X16S_21628	 1	2011_warming	X16S_140__X16S_21628
X16S_244	X16S_14079	 1	2011_warming	X16S_244__X16S_14079
X16S_141	X16S_351	 1	2011_warming	X16S_141__X16S_351
X16S_141	X16S_354	 1	2011_warming	X16S_141__X16S_354
X16S_55	X16S_141	 1	2011_warming	X16S_55__X16S_141
X16S_141	X16S_578	 1	2011_warming	X16S_141__X16S_578
X16S_192	X16S_14241	 1	2011_warming	X16S_192__X16S_14241
X16S_45	X16S_143	 1	2011_warming	X16S_45__X16S_143
X16S_1434	X16S_24697	-1	2011_warming	X16S_1434__X16S_24697
X16S_772	X16S_1434	-1	2011_warming	X16S_772__X16S_1434
X16S_17	X16S_14348	-1	2011_warming	X16S_17__X16S_14348
X16S_1787	X16S_14348	-1	2011_warming	X16S_1787__X16S_14348
X16S_1849	X16S_14348	-1	2011_warming	X16S_1849__X16S_14348
X16S_2054	X16S_14348	-1	2011_warming	X16S_2054__X16S_14348
X16S_3087	X16S_14348	-1	2011_warming	X16S_3087__X16S_14348
X16S_3335	X16S_14348	-1	2011_warming	X16S_3335__X16S_14348
X16S_596	X16S_14348	-1	2011_warming	X16S_596__X16S_14348
X16S_354	X16S_14351	 1	2011_warming	X16S_354__X16S_14351
X16S_1548	X16S_14443	-1	2011_warming	X16S_1548__X16S_14443
X16S_1591	X16S_14443	-1	2011_warming	X16S_1591__X16S_14443
X16S_6563	X16S_14451	 1	2011_warming	X16S_6563__X16S_14451
X16S_95	X16S_14451	 1	2011_warming	X16S_95__X16S_14451
X16S_1458	X16S_5355	-1	2011_warming	X16S_1458__X16S_5355
X16S_5886	X16S_14601	 1	2011_warming	X16S_5886__X16S_14601
X16S_2	X16S_14617	 1	2011_warming	X16S_2__X16S_14617
X16S_1462	X16S_21876	-1	2011_warming	X16S_1462__X16S_21876
X16S_1462	X16S_5232	-1	2011_warming	X16S_1462__X16S_5232
X16S_1469	X16S_4739	-1	2011_warming	X16S_1469__X16S_4739
X16S_147	X16S_414	 1	2011_warming	X16S_147__X16S_414
X16S_149	X16S_14733	 1	2011_warming	X16S_149__X16S_14733
X16S_2293	X16S_14736	 1	2011_warming	X16S_2293__X16S_14736
X16S_5886	X16S_14736	 1	2011_warming	X16S_5886__X16S_14736
X16S_918	X16S_14754	 1	2011_warming	X16S_918__X16S_14754
X16S_1959	X16S_14981	-1	2011_warming	X16S_1959__X16S_14981
X16S_31	X16S_14991	 1	2011_warming	X16S_31__X16S_14991
X16S_66	X16S_14991	 1	2011_warming	X16S_66__X16S_14991
X16S_15	X16S_18428	 1	2011_warming	X16S_15__X16S_18428
X16S_15	X16S_19222	 1	2011_warming	X16S_15__X16S_19222
X16S_4	X16S_15	 1	2011_warming	X16S_4__X16S_15
X16S_15091	X16S_19826	-1	2011_warming	X16S_15091__X16S_19826
X16S_1531	X16S_20151	 1	2011_warming	X16S_1531__X16S_20151
X16S_154	X16S_22236	 1	2011_warming	X16S_154__X16S_22236
X16S_154	X16S_238	 1	2011_warming	X16S_154__X16S_238
X16S_154	X16S_445	 1	2011_warming	X16S_154__X16S_445
X16S_1541	X16S_4666	-1	2011_warming	X16S_1541__X16S_4666
X16S_1548	X16S_20789	-1	2011_warming	X16S_1548__X16S_20789
X16S_1548	X16S_21876	-1	2011_warming	X16S_1548__X16S_21876
X16S_155	X16S_173	 1	2011_warming	X16S_155__X16S_173
X16S_451	X16S_15617	 1	2011_warming	X16S_451__X16S_15617
X16S_411	X16S_1571	 1	2011_warming	X16S_411__X16S_1571
X16S_15712	X16S_21937	-1	2011_warming	X16S_15712__X16S_21937
X16S_235	X16S_1580	 1	2011_warming	X16S_235__X16S_1580
X16S_1580	X16S_5201	 1	2011_warming	X16S_1580__X16S_5201
X16S_3253	X16S_15872	-1	2011_warming	X16S_3253__X16S_15872
X16S_15903	X16S_23860	 1	2011_warming	X16S_15903__X16S_23860
X16S_1968	X16S_15981	-1	2011_warming	X16S_1968__X16S_15981
X16S_415	X16S_15981	-1	2011_warming	X16S_415__X16S_15981
X16S_18	X16S_162	 1	2011_warming	X16S_18__X16S_162
X16S_162	X16S_23930	 1	2011_warming	X16S_162__X16S_23930
X16S_1620	X16S_17703	-1	2011_warming	X16S_1620__X16S_17703
X16S_1620	X16S_7958	-1	2011_warming	X16S_1620__X16S_7958
X16S_304	X16S_16210	 1	2011_warming	X16S_304__X16S_16210
X16S_163	X16S_173	 1	2011_warming	X16S_163__X16S_173
X16S_273	X16S_16455	-1	2011_warming	X16S_273__X16S_16455
