node1	node2	sign	year_trt	edge
X16S_210	X16S_10681	 1	2014_warming	X16S_210__X16S_10681
X16S_41	X16S_10681	 1	2014_warming	X16S_41__X16S_10681
X16S_1084	X16S_1360	 1	2014_warming	X16S_1084__X16S_1360
X16S_339	X16S_1084	 1	2014_warming	X16S_339__X16S_1084
X16S_368	X16S_1084	 1	2014_warming	X16S_368__X16S_1084
X16S_93	X16S_1084	 1	2014_warming	X16S_93__X16S_1084
X16S_133	X16S_1087	-1	2014_warming	X16S_133__X16S_1087
X16S_1087	X16S_1575	-1	2014_warming	X16S_1087__X16S_1575
X16S_1087	X16S_16462	-1	2014_warming	X16S_1087__X16S_16462
X16S_1087	X16S_20291	-1	2014_warming	X16S_1087__X16S_20291
X16S_213	X16S_1087	-1	2014_warming	X16S_213__X16S_1087
X16S_1087	X16S_2664	-1	2014_warming	X16S_1087__X16S_2664
X16S_599	X16S_1087	-1	2014_warming	X16S_599__X16S_1087
X16S_953	X16S_1087	-1	2014_warming	X16S_953__X16S_1087
X16S_99	X16S_1087	-1	2014_warming	X16S_99__X16S_1087
X16S_52	X16S_1088	 1	2014_warming	X16S_52__X16S_1088
X16S_1092	X16S_3412	-1	2014_warming	X16S_1092__X16S_3412
X16S_131	X16S_1097	 1	2014_warming	X16S_131__X16S_1097
X16S_1337	X16S_10998	 1	2014_warming	X16S_1337__X16S_10998
X16S_10998	X16S_22899	 1	2014_warming	X16S_10998__X16S_22899
X16S_2791	X16S_10998	 1	2014_warming	X16S_2791__X16S_10998
X16S_31	X16S_10998	 1	2014_warming	X16S_31__X16S_10998
X16S_39	X16S_10998	 1	2014_warming	X16S_39__X16S_10998
X16S_42	X16S_10998	 1	2014_warming	X16S_42__X16S_10998
X16S_7423	X16S_10998	 1	2014_warming	X16S_7423__X16S_10998
X16S_7553	X16S_10998	 1	2014_warming	X16S_7553__X16S_10998
X16S_11	X16S_15422	 1	2014_warming	X16S_11__X16S_15422
X16S_11	X16S_16	 1	2014_warming	X16S_11__X16S_16
X16S_11	X16S_172	 1	2014_warming	X16S_11__X16S_172
X16S_11	X16S_20055	 1	2014_warming	X16S_11__X16S_20055
X16S_11	X16S_22049	 1	2014_warming	X16S_11__X16S_22049
X16S_11	X16S_4687	 1	2014_warming	X16S_11__X16S_4687
X16S_11	X16S_478	 1	2014_warming	X16S_11__X16S_478
X16S_11	X16S_66	 1	2014_warming	X16S_11__X16S_66
X16S_11	X16S_80	 1	2014_warming	X16S_11__X16S_80
X16S_11	X16S_952	 1	2014_warming	X16S_11__X16S_952
X16S_110	X16S_112	 1	2014_warming	X16S_110__X16S_112
X16S_110	X16S_167	 1	2014_warming	X16S_110__X16S_167
X16S_110	X16S_23377	 1	2014_warming	X16S_110__X16S_23377
X16S_1101	X16S_1198	 1	2014_warming	X16S_1101__X16S_1198
X16S_1101	X16S_1203	 1	2014_warming	X16S_1101__X16S_1203
X16S_14	X16S_1101	 1	2014_warming	X16S_14__X16S_1101
X16S_171	X16S_1101	 1	2014_warming	X16S_171__X16S_1101
X16S_1101	X16S_20797	 1	2014_warming	X16S_1101__X16S_20797
X16S_21	X16S_1101	 1	2014_warming	X16S_21__X16S_1101
X16S_1101	X16S_21361	 1	2014_warming	X16S_1101__X16S_21361
X16S_49	X16S_1101	 1	2014_warming	X16S_49__X16S_1101
X16S_584	X16S_1101	 1	2014_warming	X16S_584__X16S_1101
X16S_1101	X16S_8943	 1	2014_warming	X16S_1101__X16S_8943
X16S_391	X16S_1103	 1	2014_warming	X16S_391__X16S_1103
X16S_1103	X16S_4687	 1	2014_warming	X16S_1103__X16S_4687
X16S_11032	X16S_14778	-1	2014_warming	X16S_11032__X16S_14778
X16S_295	X16S_11054	 1	2014_warming	X16S_295__X16S_11054
X16S_801	X16S_11054	 1	2014_warming	X16S_801__X16S_11054
X16S_391	X16S_11073	 1	2014_warming	X16S_391__X16S_11073
X16S_1108	X16S_7418	-1	2014_warming	X16S_1108__X16S_7418
X16S_111	X16S_115	 1	2014_warming	X16S_111__X16S_115
X16S_111	X16S_18250	 1	2014_warming	X16S_111__X16S_18250
X16S_111	X16S_194	 1	2014_warming	X16S_111__X16S_194
X16S_111	X16S_395	 1	2014_warming	X16S_111__X16S_395
X16S_111	X16S_5766	 1	2014_warming	X16S_111__X16S_5766
X16S_62	X16S_111	 1	2014_warming	X16S_62__X16S_111
X16S_1114	X16S_21672	-1	2014_warming	X16S_1114__X16S_21672
X16S_112	X16S_121	 1	2014_warming	X16S_112__X16S_121
X16S_112	X16S_141	 1	2014_warming	X16S_112__X16S_141
X16S_112	X16S_167	 1	2014_warming	X16S_112__X16S_167
X16S_112	X16S_6148	 1	2014_warming	X16S_112__X16S_6148
X16S_1149	X16S_11276	-1	2014_warming	X16S_1149__X16S_11276
X16S_134	X16S_11276	 1	2014_warming	X16S_134__X16S_11276
X16S_11276	X16S_13986	-1	2014_warming	X16S_11276__X16S_13986
X16S_2351	X16S_11276	-1	2014_warming	X16S_2351__X16S_11276
X16S_2454	X16S_11276	-1	2014_warming	X16S_2454__X16S_11276
X16S_3067	X16S_11276	-1	2014_warming	X16S_3067__X16S_11276
X16S_6670	X16S_11276	-1	2014_warming	X16S_6670__X16S_11276
X16S_113	X16S_591	 1	2014_warming	X16S_113__X16S_591
X16S_114	X16S_12580	 1	2014_warming	X16S_114__X16S_12580
X16S_114	X16S_13164	 1	2014_warming	X16S_114__X16S_13164
X16S_114	X16S_13168	-1	2014_warming	X16S_114__X16S_13168
X16S_114	X16S_1559	 1	2014_warming	X16S_114__X16S_1559
X16S_114	X16S_16014	 1	2014_warming	X16S_114__X16S_16014
X16S_114	X16S_161	-1	2014_warming	X16S_114__X16S_161
X16S_114	X16S_17882	 1	2014_warming	X16S_114__X16S_17882
X16S_114	X16S_20128	 1	2014_warming	X16S_114__X16S_20128
X16S_114	X16S_20810	 1	2014_warming	X16S_114__X16S_20810
X16S_114	X16S_210	 1	2014_warming	X16S_114__X16S_210
X16S_114	X16S_234	 1	2014_warming	X16S_114__X16S_234
X16S_114	X16S_274	 1	2014_warming	X16S_114__X16S_274
X16S_114	X16S_279	 1	2014_warming	X16S_114__X16S_279
X16S_114	X16S_297	-1	2014_warming	X16S_114__X16S_297
X16S_3	X16S_114	 1	2014_warming	X16S_3__X16S_114
X16S_39	X16S_114	 1	2014_warming	X16S_39__X16S_114
X16S_41	X16S_114	 1	2014_warming	X16S_41__X16S_114
X16S_114	X16S_453	 1	2014_warming	X16S_114__X16S_453
X16S_114	X16S_580	 1	2014_warming	X16S_114__X16S_580
X16S_114	X16S_6563	 1	2014_warming	X16S_114__X16S_6563
X16S_70	X16S_114	-1	2014_warming	X16S_70__X16S_114
X16S_114	X16S_942	 1	2014_warming	X16S_114__X16S_942
X16S_97	X16S_114	 1	2014_warming	X16S_97__X16S_114
X16S_1140	X16S_18224	-1	2014_warming	X16S_1140__X16S_18224
X16S_1140	X16S_6670	-1	2014_warming	X16S_1140__X16S_6670
X16S_2351	X16S_11446	-1	2014_warming	X16S_2351__X16S_11446
X16S_3788	X16S_11446	-1	2014_warming	X16S_3788__X16S_11446
X16S_6608	X16S_11446	 1	2014_warming	X16S_6608__X16S_11446
X16S_1149	X16S_22456	-1	2014_warming	X16S_1149__X16S_22456
X16S_444	X16S_1149	-1	2014_warming	X16S_444__X16S_1149
X16S_686	X16S_1149	-1	2014_warming	X16S_686__X16S_1149
X16S_801	X16S_1149	-1	2014_warming	X16S_801__X16S_1149
X16S_837	X16S_1149	-1	2014_warming	X16S_837__X16S_1149
X16S_115	X16S_1720	 1	2014_warming	X16S_115__X16S_1720
X16S_116	X16S_1438	 1	2014_warming	X16S_116__X16S_1438
X16S_116	X16S_25007	 1	2014_warming	X16S_116__X16S_25007
X16S_116	X16S_302	 1	2014_warming	X16S_116__X16S_302
X16S_116	X16S_584	 1	2014_warming	X16S_116__X16S_584
X16S_3591	X16S_11622	-1	2014_warming	X16S_3591__X16S_11622
X16S_1176	X16S_12310	 1	2014_warming	X16S_1176__X16S_12310
X16S_1176	X16S_2351	-1	2014_warming	X16S_1176__X16S_2351
X16S_1176	X16S_2454	-1	2014_warming	X16S_1176__X16S_2454
X16S_1176	X16S_6670	-1	2014_warming	X16S_1176__X16S_6670
X16S_1176	X16S_7456	 1	2014_warming	X16S_1176__X16S_7456
X16S_11791	X16S_14736	 1	2014_warming	X16S_11791__X16S_14736
X16S_118	X16S_403	 1	2014_warming	X16S_118__X16S_403
X16S_1180	X16S_12363	 1	2014_warming	X16S_1180__X16S_12363
X16S_1180	X16S_15640	 1	2014_warming	X16S_1180__X16S_15640
X16S_22	X16S_11867	 1	2014_warming	X16S_22__X16S_11867
X16S_119	X16S_124	 1	2014_warming	X16S_119__X16S_124
X16S_119	X16S_17156	 1	2014_warming	X16S_119__X16S_17156
X16S_119	X16S_21522	 1	2014_warming	X16S_119__X16S_21522
X16S_119	X16S_23906	 1	2014_warming	X16S_119__X16S_23906
X16S_119	X16S_26248	 1	2014_warming	X16S_119__X16S_26248
X16S_218	X16S_1193	 1	2014_warming	X16S_218__X16S_1193
X16S_3	X16S_1193	 1	2014_warming	X16S_3__X16S_1193
X16S_39	X16S_1193	 1	2014_warming	X16S_39__X16S_1193
X16S_942	X16S_1193	 1	2014_warming	X16S_942__X16S_1193
X16S_713	X16S_11931	 1	2014_warming	X16S_713__X16S_11931
X16S_1195	X16S_12503	-1	2014_warming	X16S_1195__X16S_12503
X16S_1195	X16S_13986	-1	2014_warming	X16S_1195__X16S_13986
X16S_1195	X16S_7905	-1	2014_warming	X16S_1195__X16S_7905
X16S_14	X16S_1198	 1	2014_warming	X16S_14__X16S_1198
X16S_1198	X16S_1638	-1	2014_warming	X16S_1198__X16S_1638
X16S_1198	X16S_16462	-1	2014_warming	X16S_1198__X16S_16462
X16S_1198	X16S_20797	 1	2014_warming	X16S_1198__X16S_20797
X16S_1198	X16S_24433	-1	2014_warming	X16S_1198__X16S_24433
X16S_689	X16S_1198	 1	2014_warming	X16S_689__X16S_1198
X16S_709	X16S_1198	-1	2014_warming	X16S_709__X16S_1198
X16S_1199	X16S_1336	-1	2014_warming	X16S_1199__X16S_1336
X16S_1199	X16S_24272	-1	2014_warming	X16S_1199__X16S_24272
X16S_1199	X16S_7813	-1	2014_warming	X16S_1199__X16S_7813
X16S_12	X16S_150	 1	2014_warming	X16S_12__X16S_150
X16S_1203	X16S_1438	 1	2014_warming	X16S_1203__X16S_1438
X16S_171	X16S_1203	 1	2014_warming	X16S_171__X16S_1203
X16S_191	X16S_1203	 1	2014_warming	X16S_191__X16S_1203
X16S_416	X16S_1203	 1	2014_warming	X16S_416__X16S_1203
X16S_49	X16S_1203	 1	2014_warming	X16S_49__X16S_1203
X16S_527	X16S_1203	 1	2014_warming	X16S_527__X16S_1203
X16S_543	X16S_1203	 1	2014_warming	X16S_543__X16S_1203
X16S_58	X16S_1203	 1	2014_warming	X16S_58__X16S_1203
X16S_584	X16S_1203	 1	2014_warming	X16S_584__X16S_1203
X16S_60	X16S_1203	 1	2014_warming	X16S_60__X16S_1203
X16S_12094	X16S_19509	 1	2014_warming	X16S_12094__X16S_19509
X16S_12094	X16S_21434	 1	2014_warming	X16S_12094__X16S_21434
X16S_2881	X16S_12094	 1	2014_warming	X16S_2881__X16S_12094
X16S_31	X16S_12094	 1	2014_warming	X16S_31__X16S_12094
X16S_373	X16S_12094	 1	2014_warming	X16S_373__X16S_12094
X16S_652	X16S_12094	 1	2014_warming	X16S_652__X16S_12094
X16S_121	X16S_141	 1	2014_warming	X16S_121__X16S_141
X16S_121	X16S_14630	 1	2014_warming	X16S_121__X16S_14630
X16S_121	X16S_185	 1	2014_warming	X16S_121__X16S_185
X16S_121	X16S_244	 1	2014_warming	X16S_121__X16S_244
X16S_121	X16S_382	 1	2014_warming	X16S_121__X16S_382
X16S_121	X16S_6148	 1	2014_warming	X16S_121__X16S_6148
X16S_16	X16S_12195	 1	2014_warming	X16S_16__X16S_12195
X16S_12195	X16S_20055	 1	2014_warming	X16S_12195__X16S_20055
X16S_7423	X16S_12195	 1	2014_warming	X16S_7423__X16S_12195
X16S_1222	X16S_3138	-1	2014_warming	X16S_1222__X16S_3138
X16S_1253	X16S_12310	 1	2014_warming	X16S_1253__X16S_12310
X16S_1337	X16S_12310	 1	2014_warming	X16S_1337__X16S_12310
X16S_12310	X16S_15686	 1	2014_warming	X16S_12310__X16S_15686
X16S_16	X16S_12310	 1	2014_warming	X16S_16__X16S_12310
X16S_12310	X16S_18250	 1	2014_warming	X16S_12310__X16S_18250
X16S_12310	X16S_20055	 1	2014_warming	X16S_12310__X16S_20055
X16S_12310	X16S_24801	 1	2014_warming	X16S_12310__X16S_24801
X16S_268	X16S_12310	 1	2014_warming	X16S_268__X16S_12310
X16S_303	X16S_12310	 1	2014_warming	X16S_303__X16S_12310
X16S_3098	X16S_12310	 1	2014_warming	X16S_3098__X16S_12310
X16S_42	X16S_12310	 1	2014_warming	X16S_42__X16S_12310
X16S_444	X16S_12310	 1	2014_warming	X16S_444__X16S_12310
X16S_7423	X16S_12310	 1	2014_warming	X16S_7423__X16S_12310
X16S_7456	X16S_12310	 1	2014_warming	X16S_7456__X16S_12310
X16S_7888	X16S_12310	 1	2014_warming	X16S_7888__X16S_12310
X16S_942	X16S_12310	 1	2014_warming	X16S_942__X16S_12310
X16S_1826	X16S_12359	 1	2014_warming	X16S_1826__X16S_12359
X16S_33	X16S_12359	 1	2014_warming	X16S_33__X16S_12359
X16S_5062	X16S_12359	 1	2014_warming	X16S_5062__X16S_12359
X16S_820	X16S_12363	 1	2014_warming	X16S_820__X16S_12363
X16S_12399	X16S_20055	 1	2014_warming	X16S_12399__X16S_20055
X16S_124	X16S_13177	 1	2014_warming	X16S_124__X16S_13177
X16S_124	X16S_17156	 1	2014_warming	X16S_124__X16S_17156
X16S_124	X16S_191	 1	2014_warming	X16S_124__X16S_191
X16S_124	X16S_21262	-1	2014_warming	X16S_124__X16S_21262
X16S_124	X16S_21522	 1	2014_warming	X16S_124__X16S_21522
X16S_124	X16S_23906	 1	2014_warming	X16S_124__X16S_23906
X16S_124	X16S_26248	 1	2014_warming	X16S_124__X16S_26248
X16S_4	X16S_124	 1	2014_warming	X16S_4__X16S_124
X16S_40	X16S_124	 1	2014_warming	X16S_40__X16S_124
X16S_1247	X16S_14196	-1	2014_warming	X16S_1247__X16S_14196
X16S_1247	X16S_14255	-1	2014_warming	X16S_1247__X16S_14255
X16S_335	X16S_1247	-1	2014_warming	X16S_335__X16S_1247
X16S_1253	X16S_15422	 1	2014_warming	X16S_1253__X16S_15422
X16S_93	X16S_1253	 1	2014_warming	X16S_93__X16S_1253
X16S_14	X16S_12543	 1	2014_warming	X16S_14__X16S_12543
X16S_12543	X16S_20797	 1	2014_warming	X16S_12543__X16S_20797
X16S_465	X16S_12543	 1	2014_warming	X16S_465__X16S_12543
X16S_58	X16S_12543	 1	2014_warming	X16S_58__X16S_12543
X16S_586	X16S_12543	-1	2014_warming	X16S_586__X16S_12543
X16S_75	X16S_12543	 1	2014_warming	X16S_75__X16S_12543
X16S_1360	X16S_12580	 1	2014_warming	X16S_1360__X16S_12580
X16S_12580	X16S_21239	-1	2014_warming	X16S_12580__X16S_21239
X16S_3	X16S_12580	 1	2014_warming	X16S_3__X16S_12580
X16S_39	X16S_12580	 1	2014_warming	X16S_39__X16S_12580
X16S_42	X16S_12580	 1	2014_warming	X16S_42__X16S_12580
X16S_7553	X16S_12580	 1	2014_warming	X16S_7553__X16S_12580
X16S_7888	X16S_12580	 1	2014_warming	X16S_7888__X16S_12580
X16S_942	X16S_12580	 1	2014_warming	X16S_942__X16S_12580
X16S_126	X16S_407	 1	2014_warming	X16S_126__X16S_407
X16S_1265	X16S_3895	-1	2014_warming	X16S_1265__X16S_3895
X16S_31	X16S_12709	 1	2014_warming	X16S_31__X16S_12709
X16S_350	X16S_12709	 1	2014_warming	X16S_350__X16S_12709
X16S_194	X16S_12734	 1	2014_warming	X16S_194__X16S_12734
X16S_2	X16S_12734	 1	2014_warming	X16S_2__X16S_12734
X16S_12734	X16S_20055	 1	2014_warming	X16S_12734__X16S_20055
X16S_295	X16S_12734	 1	2014_warming	X16S_295__X16S_12734
X16S_409	X16S_12734	 1	2014_warming	X16S_409__X16S_12734
X16S_5766	X16S_12734	 1	2014_warming	X16S_5766__X16S_12734
X16S_128	X16S_167	 1	2014_warming	X16S_128__X16S_167
X16S_128	X16S_281	 1	2014_warming	X16S_128__X16S_281
X16S_128	X16S_3708	 1	2014_warming	X16S_128__X16S_3708
X16S_128	X16S_9189	 1	2014_warming	X16S_128__X16S_9189
X16S_1284	X16S_1668	-1	2014_warming	X16S_1284__X16S_1668
X16S_697	X16S_1284	-1	2014_warming	X16S_697__X16S_1284
X16S_1285	X16S_18047	 1	2014_warming	X16S_1285__X16S_18047
X16S_1285	X16S_25626	-1	2014_warming	X16S_1285__X16S_25626
X16S_1285	X16S_4477	-1	2014_warming	X16S_1285__X16S_4477
X16S_503	X16S_1285	 1	2014_warming	X16S_503__X16S_1285
X16S_1285	X16S_6670	-1	2014_warming	X16S_1285__X16S_6670
X16S_719	X16S_1285	-1	2014_warming	X16S_719__X16S_1285
X16S_3	X16S_129	 1	2014_warming	X16S_3__X16S_129
X16S_39	X16S_129	 1	2014_warming	X16S_39__X16S_129
X16S_129	X16S_391	 1	2014_warming	X16S_129__X16S_391
X16S_42	X16S_129	 1	2014_warming	X16S_42__X16S_129
X16S_129	X16S_478	 1	2014_warming	X16S_129__X16S_478
X16S_129	X16S_8598	 1	2014_warming	X16S_129__X16S_8598
X16S_12920	X16S_21361	-1	2014_warming	X16S_12920__X16S_21361
X16S_225	X16S_12920	-1	2014_warming	X16S_225__X16S_12920
X16S_236	X16S_12920	 1	2014_warming	X16S_236__X16S_12920
X16S_5320	X16S_12920	 1	2014_warming	X16S_5320__X16S_12920
X16S_543	X16S_12920	-1	2014_warming	X16S_543__X16S_12920
X16S_6608	X16S_12920	 1	2014_warming	X16S_6608__X16S_12920
X16S_7825	X16S_12920	 1	2014_warming	X16S_7825__X16S_12920
X16S_13	X16S_131	 1	2014_warming	X16S_13__X16S_131
X16S_3067	X16S_13099	-1	2014_warming	X16S_3067__X16S_13099
X16S_131	X16S_23619	 1	2014_warming	X16S_131__X16S_23619
X16S_5472	X16S_13109	 1	2014_warming	X16S_5472__X16S_13109
X16S_1312	X16S_2351	-1	2014_warming	X16S_1312__X16S_2351
X16S_1312	X16S_23789	-1	2014_warming	X16S_1312__X16S_23789
X16S_175	X16S_13131	 1	2014_warming	X16S_175__X16S_13131
X16S_407	X16S_13131	 1	2014_warming	X16S_407__X16S_13131
X16S_821	X16S_1316	-1	2014_warming	X16S_821__X16S_1316
X16S_876	X16S_1316	-1	2014_warming	X16S_876__X16S_1316
X16S_3	X16S_13164	 1	2014_warming	X16S_3__X16S_13164
X16S_161	X16S_13168	 1	2014_warming	X16S_161__X16S_13168
X16S_196	X16S_13168	 1	2014_warming	X16S_196__X16S_13168
X16S_13168	X16S_20128	-1	2014_warming	X16S_13168__X16S_20128
X16S_206	X16S_13168	-1	2014_warming	X16S_206__X16S_13168
X16S_13168	X16S_20810	-1	2014_warming	X16S_13168__X16S_20810
X16S_13168	X16S_21239	 1	2014_warming	X16S_13168__X16S_21239
X16S_465	X16S_13168	 1	2014_warming	X16S_465__X16S_13168
X16S_565	X16S_13168	 1	2014_warming	X16S_565__X16S_13168
X16S_58	X16S_13168	 1	2014_warming	X16S_58__X16S_13168
X16S_68	X16S_13168	 1	2014_warming	X16S_68__X16S_13168
X16S_695	X16S_13168	 1	2014_warming	X16S_695__X16S_13168
X16S_70	X16S_13168	 1	2014_warming	X16S_70__X16S_13168
X16S_81	X16S_13168	 1	2014_warming	X16S_81__X16S_13168
X16S_942	X16S_13168	-1	2014_warming	X16S_942__X16S_13168
X16S_191	X16S_13177	 1	2014_warming	X16S_191__X16S_13177
X16S_225	X16S_13177	 1	2014_warming	X16S_225__X16S_13177
X16S_13177	X16S_26248	 1	2014_warming	X16S_13177__X16S_26248
X16S_27	X16S_13177	 1	2014_warming	X16S_27__X16S_13177
X16S_61	X16S_13177	 1	2014_warming	X16S_61__X16S_13177
X16S_81	X16S_13177	 1	2014_warming	X16S_81__X16S_13177
X16S_132	X16S_200	 1	2014_warming	X16S_132__X16S_200
X16S_132	X16S_799	 1	2014_warming	X16S_132__X16S_799
X16S_36	X16S_1326	 1	2014_warming	X16S_36__X16S_1326
X16S_133	X16S_155	 1	2014_warming	X16S_133__X16S_155
X16S_3	X16S_133	 1	2014_warming	X16S_3__X16S_133
X16S_1331	X16S_2525	-1	2014_warming	X16S_1331__X16S_2525
X16S_1331	X16S_3060	-1	2014_warming	X16S_1331__X16S_3060
X16S_1331	X16S_3402	-1	2014_warming	X16S_1331__X16S_3402
X16S_2351	X16S_13351	-1	2014_warming	X16S_2351__X16S_13351
X16S_1336	X16S_1575	-1	2014_warming	X16S_1336__X16S_1575
X16S_1336	X16S_1895	-1	2014_warming	X16S_1336__X16S_1895
X16S_1336	X16S_2004	-1	2014_warming	X16S_1336__X16S_2004
X16S_1336	X16S_23717	-1	2014_warming	X16S_1336__X16S_23717
X16S_93	X16S_1337	 1	2014_warming	X16S_93__X16S_1337
X16S_134	X16S_1382	 1	2014_warming	X16S_134__X16S_1382
X16S_134	X16S_18250	 1	2014_warming	X16S_134__X16S_18250
X16S_134	X16S_20278	 1	2014_warming	X16S_134__X16S_20278
X16S_134	X16S_23361	 1	2014_warming	X16S_134__X16S_23361
X16S_134	X16S_285	 1	2014_warming	X16S_134__X16S_285
X16S_66	X16S_134	 1	2014_warming	X16S_66__X16S_134
X16S_487	X16S_1341	 1	2014_warming	X16S_487__X16S_1341
X16S_1345	X16S_24272	-1	2014_warming	X16S_1345__X16S_24272
X16S_1345	X16S_4592	-1	2014_warming	X16S_1345__X16S_4592
X16S_1357	X16S_2587	-1	2014_warming	X16S_1357__X16S_2587
X16S_13593	X16S_25138	-1	2014_warming	X16S_13593__X16S_25138
X16S_16	X16S_1360	 1	2014_warming	X16S_16__X16S_1360
X16S_161	X16S_1360	-1	2014_warming	X16S_161__X16S_1360
X16S_1360	X16S_20055	 1	2014_warming	X16S_1360__X16S_20055
X16S_1360	X16S_4687	 1	2014_warming	X16S_1360__X16S_4687
X16S_602	X16S_1360	 1	2014_warming	X16S_602__X16S_1360
X16S_1360	X16S_7423	 1	2014_warming	X16S_1360__X16S_7423
X16S_382	X16S_1367	 1	2014_warming	X16S_382__X16S_1367
X16S_1367	X16S_6581	 1	2014_warming	X16S_1367__X16S_6581
X16S_1368	X16S_2748	-1	2014_warming	X16S_1368__X16S_2748
X16S_137	X16S_18250	 1	2014_warming	X16S_137__X16S_18250
X16S_39	X16S_137	 1	2014_warming	X16S_39__X16S_137
X16S_137	X16S_391	 1	2014_warming	X16S_137__X16S_391
X16S_42	X16S_137	 1	2014_warming	X16S_42__X16S_137
X16S_137	X16S_4524	 1	2014_warming	X16S_137__X16S_4524
X16S_137	X16S_4687	 1	2014_warming	X16S_137__X16S_4687
X16S_137	X16S_478	 1	2014_warming	X16S_137__X16S_478
X16S_1380	X16S_1385	-1	2014_warming	X16S_1380__X16S_1385
X16S_2351	X16S_13808	-1	2014_warming	X16S_2351__X16S_13808
X16S_1388	X16S_1432	-1	2014_warming	X16S_1388__X16S_1432
X16S_1388	X16S_1668	-1	2014_warming	X16S_1388__X16S_1668
X16S_697	X16S_1388	-1	2014_warming	X16S_697__X16S_1388
X16S_63	X16S_13983	 1	2014_warming	X16S_63__X16S_13983
X16S_2004	X16S_13986	-1	2014_warming	X16S_2004__X16S_13986
X16S_2111	X16S_13986	-1	2014_warming	X16S_2111__X16S_13986
X16S_13986	X16S_21262	-1	2014_warming	X16S_13986__X16S_21262
X16S_2172	X16S_13986	-1	2014_warming	X16S_2172__X16S_13986
X16S_30	X16S_13986	 1	2014_warming	X16S_30__X16S_13986
X16S_420	X16S_13986	-1	2014_warming	X16S_420__X16S_13986
X16S_560	X16S_13986	-1	2014_warming	X16S_560__X16S_13986
X16S_561	X16S_13986	-1	2014_warming	X16S_561__X16S_13986
X16S_844	X16S_13986	-1	2014_warming	X16S_844__X16S_13986
X16S_14	X16S_1438	 1	2014_warming	X16S_14__X16S_1438
X16S_14	X16S_20797	 1	2014_warming	X16S_14__X16S_20797
X16S_14	X16S_21	 1	2014_warming	X16S_14__X16S_21
X16S_14	X16S_21361	 1	2014_warming	X16S_14__X16S_21361
X16S_14	X16S_2647	-1	2014_warming	X16S_14__X16S_2647
X16S_14	X16S_49	 1	2014_warming	X16S_14__X16S_49
X16S_14	X16S_58	 1	2014_warming	X16S_14__X16S_58
X16S_14	X16S_584	 1	2014_warming	X16S_14__X16S_584
X16S_14	X16S_70	 1	2014_warming	X16S_14__X16S_70
X16S_14	X16S_8943	 1	2014_warming	X16S_14__X16S_8943
X16S_140	X16S_21915	 1	2014_warming	X16S_140__X16S_21915
X16S_140	X16S_273	 1	2014_warming	X16S_140__X16S_273
X16S_140	X16S_292	 1	2014_warming	X16S_140__X16S_292
X16S_42	X16S_140	 1	2014_warming	X16S_42__X16S_140
X16S_14053	X16S_23319	 1	2014_warming	X16S_14053__X16S_23319
X16S_141	X16S_23377	 1	2014_warming	X16S_141__X16S_23377
X16S_141	X16S_382	 1	2014_warming	X16S_141__X16S_382
X16S_141	X16S_732	 1	2014_warming	X16S_141__X16S_732
X16S_1417	X16S_1568	-1	2014_warming	X16S_1417__X16S_1568
X16S_1417	X16S_2647	-1	2014_warming	X16S_1417__X16S_2647
X16S_3141	X16S_14196	-1	2014_warming	X16S_3141__X16S_14196
X16S_1463	X16S_14255	-1	2014_warming	X16S_1463__X16S_14255
X16S_14255	X16S_23424	-1	2014_warming	X16S_14255__X16S_23424
X16S_14255	X16S_24536	-1	2014_warming	X16S_14255__X16S_24536
X16S_14255	X16S_25626	-1	2014_warming	X16S_14255__X16S_25626
X16S_3141	X16S_14255	-1	2014_warming	X16S_3141__X16S_14255
X16S_7244	X16S_14255	-1	2014_warming	X16S_7244__X16S_14255
X16S_7438	X16S_14255	-1	2014_warming	X16S_7438__X16S_14255
X16S_475	X16S_14293	 1	2014_warming	X16S_475__X16S_14293
X16S_1432	X16S_2184	-1	2014_warming	X16S_1432__X16S_2184
X16S_171	X16S_1438	 1	2014_warming	X16S_171__X16S_1438
X16S_584	X16S_1438	 1	2014_warming	X16S_584__X16S_1438
X16S_1438	X16S_8943	 1	2014_warming	X16S_1438__X16S_8943
X16S_21	X16S_144	 1	2014_warming	X16S_21__X16S_144
X16S_1440	X16S_2642	-1	2014_warming	X16S_1440__X16S_2642
X16S_543	X16S_14574	 1	2014_warming	X16S_543__X16S_14574
X16S_1461	X16S_23930	 1	2014_warming	X16S_1461__X16S_23930
X16S_1461	X16S_2453	-1	2014_warming	X16S_1461__X16S_2453
X16S_1463	X16S_16462	-1	2014_warming	X16S_1463__X16S_16462
X16S_335	X16S_1463	-1	2014_warming	X16S_335__X16S_1463
X16S_1463	X16S_5944	-1	2014_warming	X16S_1463__X16S_5944
X16S_1463	X16S_6314	-1	2014_warming	X16S_1463__X16S_6314
X16S_1463	X16S_9557	-1	2014_warming	X16S_1463__X16S_9557
X16S_1467	X16S_2351	-1	2014_warming	X16S_1467__X16S_2351
X16S_1467	X16S_3412	-1	2014_warming	X16S_1467__X16S_3412
X16S_1467	X16S_4592	-1	2014_warming	X16S_1467__X16S_4592
X16S_5886	X16S_14736	 1	2014_warming	X16S_5886__X16S_14736
X16S_1477	X16S_23424	-1	2014_warming	X16S_1477__X16S_23424
X16S_1477	X16S_2351	-1	2014_warming	X16S_1477__X16S_2351
X16S_1477	X16S_2454	-1	2014_warming	X16S_1477__X16S_2454
