Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No. module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum
X16S_11	10	104.9354984	1553	0.106071321	0.533333333	3	0.735	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_110	3	1802.5	10506	9.73E-11	0.333333333	2	0.515	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Bacteria_Actinobacteria
X16S_1101	11	1732.051885	18043	0.028071779	0.418181818	0	0.965	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Granulicella	Bacteria_Acidobacteria
X16S_1103	2	0	0	0.026035914	1	3	-0.558	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_11032	1	0	0	6.22E-108	0	56	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Bacteria_Proteobacteria
X16S_11054	2	256.1884799	1448	0.000260447	0	8	-0.826	0.5	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_11073	1	0	0	0.007670226	0	3	-0.719	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_1108	1	0	0	6.22E-108	0	44	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_111	6	1850.625	13457	0.026491501	0.333333333	8	1.34	0.277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1114	1	0	0	4.38E-94	0	26	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_112	5	9015.666667	84032	9.85E-11	0.3	2	1.869	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Bacteria_Actinobacteria
X16S_11276	7	6622.192477	67943	0.003402762	0	1	0.688	0.244	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria
X16S_113	1	0	0	6.22E-108	0	49	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria_Proteobacteria
X16S_114	25	6398.996603	57600	0.152600656	0.186666667	5	2.991	0.627	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_1140	2	61.54274437	1225	0.00030245	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_11446	3	380.4263843	4997	0.002394772	0	3	-0.719	0.444	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria
X16S_1149	7	2216.500226	23215	0.002084283	0	1	0.949	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_115	2	618	4486	0.001921005	0	8	-0.285	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_116	4	1848.666667	8381	0.00867546	0.333333333	0	-0.341	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Bacteria_Proteobacteria
X16S_11622	1	0	0	0.000203215	0	1	-0.615	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_1176	5	2406.303358	51941	0.014908038	0.1	1	-0.093	0.48	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes
X16S_11791	2	0	0	3.45E-54	1	15	-0.559	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes
X16S_118	1	0	0	6.22E-108	0	31	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_1180	2	1234	8006	8.86E-06	0	11	0.377	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_11867	1	0	0	0.002575827	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_119	6	366.1459762	3536	0.002335516	0.4	0	0.032	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 2	Oxalophagus	Bacteria_Firmicutes
X16S_1193	5	345.6492764	3018	0.056578415	0.6	3	-0.073	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_11931	1	0	0	6.22E-108	0	41	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_1195	3	1771.28608	9171	5.90E-05	0	12	0.324	0.444	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_1198	8	5050.264404	43713	0.010059648	0.142857143	0	-0.341	0.656	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes
X16S_1199	3	1931.675829	15770	4.02E-06	0	9	0.833	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_12	1	0	0	0.000528035	0	1	-0.615	0	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	Archaea_Crenarchaeota
X16S_1203	12	1480.60671	11562	0.029240407	0.287878788	0	1.151	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_12094	6	1370.948121	8225	0.002496391	0.133333333	2	1.192	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_121	7	3994.333333	38607	8.53E-12	0.19047619	2	3.224	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Bacteria_Proteobacteria
X16S_12195	3	0	0	0.046880637	1	3	-0.396	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	Bacteria_Actinobacteria
X16S_1222	1	0	0	6.22E-108	0	59	0	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes
X16S_12310	17	10754.42992	153668	0.104759571	0.139705882	3	1.22	0.359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_12359	3	3	3	1.65E-85	0	22	1.732	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_12363	2	618	4004	6.43E-07	0	11	0.377	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_12399	1	0	0	0.01876875	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_124	10	9433.691955	66128	0.005124137	0.2	0	0.405	0.32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_1247	3	45.49402042	547	8.39E-05	0	1	-0.093	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cytophagaceae	Hymenobacter	Bacteria_Bacteroidetes
X16S_12503	1	0	0	4.26E-06	0	12	-0.811	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi
X16S_1253	3	273.8092025	4757	0.018864247	0	3	-0.558	0.444	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_12543	6	375.442875	2584	0.020282737	0.4	0	-0.154	0.277	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_12580	10	998.6801789	15287	0.098456281	0.311111111	3	0.411	0.34	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_126	1	0	0	5.51E-86	0	17	-1.224	0	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria
X16S_1265	1	0	0	6.22E-108	0	42	0	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_12709	2	77.08223546	376	0.003147991	0	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_12734	6	1856.251203	10298	0.027397557	0.133333333	8	1.34	0.277	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_128	4	15509	122382	1.69E-08	0	2	1.192	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Bacteria_Proteobacteria
X16S_1284	2	127.1089583	630	1.03E-05	0	4	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1285	6	1563.232794	13024	0.001586991	0	1	0.427	0.277	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Bacteria_Chloroflexi
X16S_129	6	675.108022	5175	0.056470766	0.133333333	3	0.088	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_12920	7	1670.365732	12400	0.013490084	0.047619048	0	-0.341	0.571	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Bacteria_Proteobacteria
X16S_13	1	0	0	4.52E-16	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_13099	1	0	0	3.31E-05	0	1	-0.615	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_131	3	1235	14039	6.26E-15	0	2	0.515	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_13109	1	0	0	0.00015157	0	3	-0.719	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1312	2	404.4757259	3149	0.001277088	0	1	-0.354	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_13131	2	4	4	1.10E-85	0	17	0.816	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_1316	2	618	5942	2.47E-05	0	4	0	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi
X16S_13164	2	0	0	0.02551551	1	5	-0.675	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_13168	16	5440.652739	35950	0.121514133	0.3	0	0.778	0.539	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_13177	7	4469.12857	30050	0.019188199	0.19047619	0	0.218	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_132	2	0	0	0.002620616	1	0	-0.714	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_1326	1	0	0	6.22E-108	0	32	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Bacteria_Proteobacteria
X16S_133	3	1190.387456	10075	0.019190907	0.333333333	3	-0.558	0.444	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_1331	3	1235	10883	3.37E-06	0	13	1.788	0	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unclassified	Rhizomicrobium	Bacteria_Proteobacteria
X16S_13351	1	0	0	0.000796855	0	1	-0.615	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Bacteria_Proteobacteria
X16S_1336	5	3866.207763	29645	5.46E-05	0	9	2.304	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1337	3	207.1129756	4400	0.013420153	0	3	-0.558	0.444	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_134	7	2911.947199	20622	0.022347204	0.047619048	3	-0.073	0.448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Bacteria_Proteobacteria
X16S_1341	1	0	0	6.22E-108	0	60	0	0	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Bacteria_Chloroflexi
X16S_1345	2	1167.119832	17006	6.85E-06	0	9	0.098	0	Bacteria	Actinobacteria	Actinobacteria	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	Bacteria_Actinobacteria
X16S_1357	1	0	0	1.23E-88	0	21	-1	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_13593	1	0	0	4.38E-94	0	24	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Bacteria_Proteobacteria
X16S_1360	8	229.8368818	3061	0.094919072	0.285714286	3	0.25	0.218	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_1367	2	618	7021	8.96E-14	0	2	-0.161	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Hydrotalea	Bacteria_Bacteroidetes
X16S_1368	1	0	0	1.43E-06	0	1	-0.615	0	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Bacteria_Proteobacteria
X16S_137	7	3290.701477	26683	0.075153	0.285714286	3	0.088	0.244	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unclassified	Unclassified	Gp17	Bacteria_Acidobacteria
X16S_1380	1	0	0	6.22E-108	0	29	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_13808	1	0	0	0.000796855	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1382	1	0	0	0.001612053	0	3	-0.719	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1385	1	0	0	6.22E-108	0	29	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1388	3	1975.108958	8046	1.03E-05	0	4	0.547	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_13983	1	0	0	6.22E-108	0	46	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Unclassified	Unclassified	Bacteria_Firmicutes
X16S_13986	11	15942.04822	123505	0.000808274	0	1	0.949	0.561	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Unclassified	Bacteria_Firmicutes
X16S_14	13	8437.469693	59146	0.041823793	0.320512821	0	1.151	0.142	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_140	4	1248.212339	7856	0.012763021	0	3	-0.234	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Terrimonas	Bacteria_Bacteroidetes
X16S_14053	1	0	0	6.22E-108	0	38	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_141	5	1862.166667	17577	8.41E-12	0.2	2	1.869	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria
X16S_1417	2	618	3871	0.000349215	0	4	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Bacteria_Firmicutes
X16S_14196	3	713.6242155	6811	0.000279506	0	1	-0.093	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_14255	8	1263.676325	18339	0.000449109	0	1	1.21	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria_Proteobacteria
X16S_14293	1	0	0	6.22E-108	0	66	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Bacteria_Proteobacteria
X16S_1432	2	1234	4946	7.48E-07	0	4	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_1438	6	219.9071274	961	0.014801261	0.4	0	0.032	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_144	1	0	0	0.000626043	0	0	-0.9	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_1440	1	0	0	6.22E-108	0	63	0	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_14574	1	0	0	0.002146486	0	0	-0.9	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_1461	2	417.9403271	4130	0.002484681	0	4	-0.547	0.5	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_1463	6	2047.812344	33913	0.000285546	0	1	0.688	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Bacteria_Proteobacteria
X16S_14630	1	0	0	6.16E-13	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Bacteria_Actinobacteria
X16S_1467	3	1795.403175	23031	0.000819449	0	1	-0.354	0.444	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria_Proteobacteria
X16S_14736	3	0.833333333	2	4.74E-54	0.666666667	15	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Bacteria_Firmicutes
X16S_1477	6	1375.654511	19558	0.00143235	0	1	0.688	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_14778	1	0	0	6.22E-108	0	56	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_14991	2	107.6674739	1991	0.00099142	0	1	-0.354	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_15	20	9849.309207	70058	0.084390164	0.215789474	0	1.151	0.56	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria
X16S_150	3	1088.317525	8247	0.007319922	0	1	-0.354	0.444	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria
X16S_1505	12	5135.673609	36115	0.002473656	0	1	1.731	0.291	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_151	9	2965.056197	33513	0.098201484	0.333333333	3	0.25	0.37	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1513	2	1208.693714	7765	0.001149911	0	11	-1.133	0.5	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_152	2	3.5	9	0.000281658	0	6	-0.081	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_15287	5	1686.918971	27308	0.001575595	0	1	0.427	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_153	1	0	0	0.003081813	0	3	-0.719	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_15336	1	0	0	1.45E-05	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1534	1	0	0	6.22E-108	0	48	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Bacteria_Proteobacteria
X16S_15422	14	1463.260991	15131	0.130571825	0.252747253	3	1.22	0.132	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria
X16S_155	10	3213.886341	24068	0.062070639	0.155555556	3	0.411	0.34	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1558	4	646.7907264	5789	0.011707131	0	3	-0.234	0	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria
X16S_1559	6	222.4538772	1794	0.066205169	0.466666667	3	-0.396	0.611	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_15640	4	2043.198525	13951	0.000122189	0	11	1.889	0.375	Bacteria	Acidobacteria	Acidobacteria_Gp16	Unclassified	Unclassified	Gp16	Bacteria_Acidobacteria
X16S_1568	1	0	0	2.52E-05	0	4	-0.547	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_15686	7	987.4428292	12517	0.042721866	0.333333333	3	0.25	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1569	1	0	0	0.000347397	0	4	-0.547	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes
X16S_1571	1	0	0	0.007002387	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unclassified	Unclassified	Gp17	Bacteria_Acidobacteria
X16S_15712	4	1578.045994	12103	0.003707299	0	20	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes
X16S_15740	3	1235	10131	0.000136504	0	4	0.547	0	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	Archaea_Crenarchaeota
X16S_1575	3	3452.751298	31756	0.000682557	0	9	-0.637	0.444	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes
X16S_1583	3	704.8605752	5435	0.001112552	0	1	-0.093	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_159	9	630.1884474	8682	0.051082073	0.388888889	3	0.573	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unclassified	Bacteria_Proteobacteria
X16S_15978	1	0	0	0.016703992	0	3	-0.719	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_16	31	8744.556492	93993	0.212996954	0.159139785	3	3.806	0.122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Bacteria_Proteobacteria
X16S_16005	1	0	0	0.000135083	0	4	-0.547	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_16014	3	29.8427729	380	0.027490595	0.333333333	5	-0.675	0.666	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_1604	1	0	0	6.22E-108	0	50	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	Bacteria_Proteobacteria
X16S_16045	7	2598.224845	14336	0.017563523	0.19047619	0	0.032	0.244	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_161	31	12023.5487	105384	0.253536216	0.16344086	0	1.151	0.578	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_1614	2	1234	9604	0.00027343	0	1	-0.354	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_1618	4	446.2650955	3702	0.033575126	0.333333333	3	-0.234	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Bacteria_Actinobacteria
X16S_162	1	0	0	0.010592605	0	3	-0.719	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_16204	2	618	5714	0.000127727	0	1	-0.354	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_1625	1	0	0	4.11E-06	0	7	-0.73	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Bacteria_Proteobacteria
X16S_163	1	0	0	0.000844513	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_1638	4	1535.269057	11783	0.000941753	0	11	0.377	0.625	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_16462	13	6958.712916	79849	0.002418293	0	1	2.253	0.142	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Bacteria_Firmicutes
