Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No. module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum
X16S_16501	2	4.046427037	99	0.028881862	0	0	-0.9	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria
X16S_1668	3	1157.243763	3255	5.72E-06	0	4	0.547	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes
X16S_167	4	12578	104969	1.24E-09	0.166666667	2	1.192	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Bacteria_Actinobacteria
X16S_1676	1	0	0	6.22E-108	0	39	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unclassified	Bacteria_Actinobacteria
X16S_16863	1	0	0	3.37E-07	0	7	-0.73	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_171	5	26.32814548	451	0.016046332	0.7	0	-0.154	0	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unclassified	Rhizomicrobium	Bacteria_Proteobacteria
X16S_1714	3	1087.932729	7185	0.000180785	0	4	0	0.444	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_17156	3	0	0	0.000580395	1	0	-0.527	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Bacteria_Actinobacteria
X16S_17174	1	0	0	4.51E-06	0	9	-0.637	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Bacteria_Bacteroidetes
X16S_172	11	774.7839998	14192	0.129397405	0.418181818	3	0.735	0.165	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1720	1	0	0	0.000138575	0	8	-0.826	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_174	4	261.6661191	1800	0.01330635	0.166666667	3	-0.396	0.375	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Bacteria_Proteobacteria
X16S_1741	1	0	0	0.000169159	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_17488	1	0	0	4.38E-94	0	25	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	Bacteria_Proteobacteria
X16S_175	2	3	3	1.10E-85	0	17	0.816	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_17588	1	0	0	0.000796855	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_176	1	0	0	3.45E-05	0	1	-0.615	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_1766	3	777.3121666	8115	0.000813804	0	1	-0.093	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1773	1	0	0	6.22E-108	0	48	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Bacteria_Firmicutes
X16S_17787	9	1276.351892	9220	0.055060816	0.333333333	0	0.032	0.518	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_1779	2	0	0	0.012121844	1	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_178	1	0	0	0.001389806	0	3	-0.719	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_17826	1	0	0	3.91E-09	0	4	-0.547	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Bacteria_Proteobacteria
X16S_1787	1	0	0	0.00555008	0	8	-0.826	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_17882	1	0	0	0.011008102	0	5	-0.675	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_1794	1	0	0	5.75E-08	0	9	-0.637	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_18	3	752.4574952	3975	0.005295546	0	6	-0.081	0.444	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_180	1	0	0	1.89E-05	0	19	-0.5	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_18010	1	0	0	6.22E-108	0	40	0	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_18047	1	0	0	0.00011448	0	1	-0.615	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_181	1	0	0	0.000661407	0	5	-0.675	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Bacteria_Proteobacteria
X16S_1816	1	0	0	0.000472687	0	1	-0.615	0	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	Bacteria_Chlamydiae
X16S_1819	3	2351.803343	17953	0.014629673	0	6	-0.081	0.444	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_18224	3	161.8170944	1023	0.000318915	0	1	-0.093	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	Bacteria_Proteobacteria
X16S_18250	26	12096.86175	109951	0.198947149	0.196923077	3	2.19	0.434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1826	1	0	0	5.51E-86	0	22	-0.577	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_183	2	1	5	0.004310085	0	5	-0.342	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_18428	3	703.3483876	5688	8.50E-05	0	16	0.816	0.444	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Bacteria_Proteobacteria
X16S_185	3	2460	28068	1.18E-12	0.333333333	2	0.515	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Bacteria_Actinobacteria
X16S_1860	2	113.0305467	1312	0.001109305	0	5	-0.675	0.5	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_1867	2	0	0	0.006878374	1	0	-0.714	0	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Bacteria_Chloroflexi
X16S_18721	6	1628.335249	21648	0.006498529	0	1	0.427	0.277	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_18880	1	0	0	4.38E-94	0	26	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1893	2	1.136363636	9	0.008737908	0	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_1895	1	0	0	3.94E-06	0	9	-0.637	0	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas/Armatimonadetes_gp3	Bacteria_Armatimonadetes
X16S_1901	2	1361.458364	6442	0.000204311	0	12	-0.811	0.5	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio	Bacteria_Proteobacteria
X16S_191	9	5583.139829	41198	0.022703976	0.277777778	0	0.405	0.197	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_19144	1	0	0	6.22E-108	0	53	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Unclassified	Bacteria_Actinobacteria
X16S_1916	1	0	0	8.03E-05	0	1	-0.615	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unclassified	Bacteria_Actinobacteria
X16S_192	7	5393.097795	37263	6.44E-05	0.047619048	7	3.192	0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unclassified	Bacteria_Proteobacteria
X16S_1921	10	3440.23725	39256	0.002850797	0	1	1.471	0.18	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_19220	1	0	0	5.87E-05	0	1	-0.615	0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Unclassified	Chloroplast	Streptophyta	Bacteria_Cyanobacteria/Chloroplast
X16S_193	1	0	0	0.018365688	0	3	-0.719	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_1937	1	0	0	6.22E-108	0	58	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_194	10	1601.060503	13975	0.076938416	0.244444444	8	1.34	0.62	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_19442	1	0	0	0.002625857	0	0	-0.9	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_19459	1	0	0	6.22E-108	0	45	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_1947	1	0	0	5.73E-06	0	1	-0.615	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_195	3	6.017725097	239	0.038731586	0.666666667	3	-0.396	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_19509	1	0	0	0.000180081	0	2	-0.838	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_196	6	685.2078142	3987	0.042479049	0.466666667	0	0.032	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Bacteria_Actinobacteria
X16S_1963	2	201.2810316	2191	0.000286498	0	1	-0.354	0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Bacteria_Verrucomicrobia
X16S_1973	2	618	4480	4.67E-06	0	7	-0.076	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria_Proteobacteria
X16S_198	2	0	0	0.026035914	1	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria
X16S_19826	1	0	0	2.96E-79	0	14	-0.811	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria
X16S_19874	1	0	0	6.22E-108	0	36	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unclassified	Bacteria_Actinobacteria
X16S_1988	9	873.5032491	5486	0.036176334	0.416666667	0	0.405	0.197	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_1989	1	0	0	6.22E-108	0	61	0	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_2	3	748.7233667	3859	0.004481802	0.333333333	8	0.256	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_200	15	3362.989697	17994	0.032681852	0.171428571	0	1.711	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_2001	1	0	0	6.79E-05	0	11	-1.133	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_20013	2	71.38047898	981	0.000381656	0	1	-0.354	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_2004	3	1776.214237	9613	6.26E-05	0	9	0.098	0.444	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	Bacteria_Planctomycetes
X16S_20040	1	0	0	0.000382003	0	6	-0.854	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_20055	33	9730.917557	87274	0.260183238	0.170454545	3	3.968	0.168	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_2010	1	0	0	1.89E-05	0	19	-0.5	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_2012	1	0	0	6.22E-108	0	65	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_20128	8	2047.291608	16146	0.066804371	0.321428571	3	0.088	0.406	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unclassified	Bacteria_Proteobacteria
X16S_202	1	0	0	0.004210644	0	5	-0.675	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_20278	4	2145.855941	18461	0.013255972	0	8	-0.826	0.625	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_20291	3	210.348214	3064	0.00067994	0	1	-0.093	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria
X16S_2040	1	0	0	1.23E-88	0	21	-1	0	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes
X16S_2042	1	0	0	0.009213433	0	3	-0.719	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_2043	7	2844.61745	39742	0.001983415	0	1	0.949	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2045	7	1833.20641	22616	0.001407281	0	1	0.949	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_2049	1	0	0	3.65E-05	0	8	-0.826	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_205	3	618	5036	0.000206786	0.333333333	6	0.691	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Flavitalea	Bacteria_Bacteroidetes
X16S_20527	3	610.0771189	3693	0.004509318	0	1	-0.354	0.444	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2054	2	15.82697396	495	0.000107209	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unclassified	Bacteria_Actinobacteria
X16S_206	10	536.6024151	5164	0.12108708	0.422222222	3	0.411	0.32	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2060	1	0	0	1.83E-06	0	4	-0.547	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_20797	14	3146.945636	33815	0.048290177	0.32967033	0	1.524	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_20810	11	2511.99232	23073	0.086491238	0.472727273	0	-0.154	0.628	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_209	1	0	0	6.22E-108	0	61	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_20960	4	473.9673179	3637	0.028411724	0.333333333	0	-0.527	0.375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_21	6	3223.803569	32663	0.008678566	0.2	0	-0.154	0.277	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_210	10	3608.43431	34477	0.033533227	0.177777778	5	1.991	0.18	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_2104	3	614.5876356	6342	0.000669457	0	1	-0.093	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_2111	2	1572.068703	5693	5.87E-05	0	4	-0.547	0.5	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_21239	14	2993.299771	20472	0.08164902	0.252747253	0	0.778	0.469	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_2124	2	253.3828178	4051	0.000487185	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Bacteria_Actinobacteria
X16S_21262	6	16866.01645	121318	0.003103952	0.133333333	2	0.515	0.611	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_2128	2	0	0	0.009258581	1	0	-0.714	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes
X16S_2129	5	512.2122889	11557	0.002600725	0	1	0.427	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_213	1	0	0	0.000205931	0	1	-0.615	0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sulfuritalea	Bacteria_Proteobacteria
X16S_21361	15	4845.225576	50121	0.089259767	0.266666667	0	1.524	0.124	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_21430	1	0	0	1.87E-05	0	1	-0.615	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria
X16S_21434	2	486.8934245	1177	0.00040399	0	2	-0.161	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_21493	1	0	0	2.52E-05	0	4	-0.547	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_215	3	273.2205634	4866	0.000285535	0.666666667	10	0.725	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_21522	4	648.3880699	4670	0.000586114	0.5	0	-0.527	0.375	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_21582	1	0	0	4.56E-05	0	0	-0.9	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_21605	3	662.9419516	9231	0.000319185	0	1	-0.093	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Bacteria_Actinobacteria
X16S_21640	2	311.444058	4595	0.000975297	0	1	-0.354	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_21672	2	1	1	8.75E-94	0	26	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2172	6	3965.564138	45940	0.001640704	0	1	0.688	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_218	4	1222.074615	7268	0.006507736	0	3	-0.396	0.375	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_2184	2	618	2474	5.43E-08	0	4	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes
X16S_21867	1	0	0	6.22E-108	0	50	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Bacteria_Actinobacteria
X16S_21902	3	6.017725097	239	0.038731586	0.666666667	3	-0.396	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_21915	11	377.5988633	3166	0.036022732	0.181818182	3	0.896	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_21929	1	0	0	0.000216774	0	10	-0.989	0	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia
X16S_21973	2	4	4	1.10E-85	0	18	0.816	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes
X16S_22	7	1909.20853	14880	0.035707594	0.238095238	3	0.25	0	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Bacteria_Nitrospira
X16S_22049	3	7.12912136	159	0.040725344	0.666666667	3	-0.396	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_22051	1	0	0	0.000272	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2215	1	0	0	6.22E-108	0	47	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinospicaceae	Actinospica	Bacteria_Actinobacteria
X16S_2219	1	0	0	6.22E-108	0	65	0	0	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Bacteria_Chloroflexi
X16S_2230	4	3053.598039	26038	0.000636577	0	13	0.447	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria
X16S_2236	1	0	0	4.30E-79	0	14	-0.811	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Bacteria_Proteobacteria
X16S_224	2	7.296557649	50	0.007997639	0	5	-0.342	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_22414	1	0	0	0.007670226	0	3	-0.719	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified
X16S_2243	6	1329.866563	15360	0.000258624	0	1	0.427	0.277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Bacteria_Proteobacteria
X16S_2244	2	311.444058	4595	0.000975297	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_22456	2	618	5308	0.00015114	0	1	-0.354	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bacteria_Proteobacteria
X16S_22477	1	0	0	6.22E-108	0	45	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria
X16S_225	5	2471.826064	18514	0.007996701	0.1	0	-0.341	0.32	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 2	Ammoniphilus	Bacteria_Firmicutes
X16S_226	5	1741.985191	18917	0.003005046	0.2	10	1.582	0.32	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Bacteria_Planctomycetes
X16S_22658	1	0	0	0.001888226	0	6	-0.854	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2269	1	0	0	6.22E-108	0	43	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Bacteria_Proteobacteria
X16S_22728	2	35.83779091	277	0.001891961	0	0	-0.714	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria
X16S_2286	3	56.69500681	952	0.000254087	0	1	-0.093	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Bacteria_Planctomycetes
X16S_22899	18	2144.883984	24905	0.092362252	0.189542484	3	2.028	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria
X16S_2290	1	0	0	1.89E-05	0	19	-0.5	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria
X16S_2293	5	6.833333333	11	6.94E-54	0.4	15	1.118	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_incertae_sedis	Bacteria_Firmicutes
X16S_22981	3	618	6539	0.009168803	0.333333333	5	-0.009	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria
X16S_2299	1	0	0	4.38E-94	0	24	0	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
X16S_23	1	0	0	5.49E-05	0	5	-0.675	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria
